Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site
Ti,V,0.75,0.25,hollow
Hf,Cd,0.75,0.25,top
Ti,Hf,0.75,0.25,hollow
Ta,Ti,0.5,0.5,bridge
Ti,Hf,0.75,0.25,hollow
Ti,V,0.5,0.5,bridge
Au,Ti,0.5,0.5,hollow
Ag,Ti,0.5,0.5,bridge
Cu,Ti,0.5,0.5,bridge
Ti,Zn,0.75,0.25,top
Mo,Ti,0.5,0.5,bridge
Ti,Os,0.75,0.25,hollow
Co,Ti,0.5,0.5,bridge
Au,Ti,0.5,0.5,bridge
Ag,Ti,0.5,0.5,hollow
Ti,Zn,0.5,0.5,bridge
Ti,Cr,0.75,0.25,hollow
Mo,Ti,0.5,0.5,hollow
Ti,Os,0.75,0.25,hollow
Ti,Rh,0.75,0.25,hollow
Ti,Ni,0.75,0.25,bridge
Ti,Mn,0.75,0.25,hollow
Ti,Pd,0.75,0.25,hollow
Ti,Cr,0.75,0.25,hollow
Ti,W,0.75,0.25,hollow
Ti,Re,0.75,0.25,hollow
Ti,Ni,0.75,0.25,hollow
Ti,Mn,0.75,0.25,hollow
Ti,Pd,0.75,0.25,hollow
Ti,Cd,0.75,0.25,hollow
Cr,Ti,0.5,0.5,bridge
Ti,W,0.75,0.25,hollow
Ti,Re,0.75,0.25,hollow
Os,Ti,0.5,0.5,hollow
Ti,Ni,0.75,0.25,hollow
Ti,Mn,0.75,0.25,hollow
Ti,Pd,0.75,0.25,hollow
Ti,Cd,0.75,0.25,hollow
Cr,Ti,0.5,0.5,hollow
Ti,W,0.75,0.25,hollow
Ti,Ag,0.75,0.25,hollow
Ti,Cu,0.75,0.25,bridge
Ti,Ag,0.75,0.25,hollow
Ti,Cu,0.75,0.25,hollow
Ti,Ru,0.75,0.25,hollow
Ti,Cu,0.75,0.25,hollow
Ti,Ru,0.75,0.25,hollow
Ta,Y,0.75,0.25,hollow
Ta,W,0.75,0.25,bridge
Ta,Ti,0.75,0.25,hollow
Ta,V,0.5,0.5,bridge
Ta,Cr,0.75,0.25,bridge
Cr,Ta,0.5,0.5,bridge
Ta,Mo,0.75,0.25,hollow
Ta,W,0.5,0.5,bridge
Ta,Ti,0.75,0.25,hollow
Ta,V,0.5,0.5,bridge
Ta,Cr,0.75,0.25,hollow
Cr,Ta,0.5,0.5,bridge
Ta,Mo,0.75,0.25,hollow
Ta,Re,0.75,0.25,bridge
Ta,Re,0.75,0.25,hollow
Ta,Zr,0.75,0.25,hollow
Ta,Zr,0.75,0.25,hollow
Ta,Nb,0.75,0.25,hollow
Ta,Nb,0.75,0.25,hollow
Re,Ta,0.5,0.5,bridge
Ta,Tc,0.75,0.25,hollow
Rh,Ta,0.5,0.5,bridge
Ta,Pd,0.75,0.25,bridge
Ta,Tc,0.5,0.5,bridge
Ta,Ru,0.75,0.25,hollow
Ta,Ir,0.75,0.25,hollow
Ta,Fe,0.75,0.25,bridge
Fe,Ta,0.5,0.5,bridge
Ta,Ag,0.75,0.25,bridge
Ta,Tc,0.5,0.5,hollow
Ta,Ru,0.75,0.25,hollow
Ta,Ir,0.75,0.25,hollow
Ta,Rh,0.75,0.25,bridge
Ta,Fe,0.75,0.25,hollow
Fe,Ta,0.5,0.5,hollow
Ta,Mn,0.75,0.25,bridge
Ta,Zn,0.75,0.25,hollow
Ta,Rh,0.75,0.25,hollow
Ta,Mn,0.75,0.25,hollow
Mn,Ta,0.5,0.5,bridge
Ta,Cu,0.75,0.25,bridge
Ta,Zn,0.75,0.25,hollow
Ta,Cd,0.75,0.25,hollow
Ta,Rh,0.75,0.25,hollow
Ta,Mn,0.75,0.25,hollow
Mn,Ta,0.5,0.5,bridge
Ta,Cu,0.75,0.25,hollow
Ta,Cd,0.75,0.25,hollow
Ta,Cu,0.75,0.25,hollow
Nb,Y,0.75,0.25,hollow
Nb,La,0.75,0.25,bridge
Ta,Zn,0.5,0.5,hollow
Ta,Hg,0.75,0.25,hollow
Nb,Zr,0.75,0.25,hollow
Nb,Hf,0.75,0.25,hollow
Nb,Ti,0.75,0.25,hollow
Nb,V,0.75,0.25,hollow
Ta,Hg,0.75,0.25,hollow
Nb,Ti,0.75,0.25,hollow
Nb,Ta,0.75,0.25,bridge
Nb,V,0.75,0.25,hollow
Nb,Ta,0.75,0.25,hollow
Cr,Nb,0.5,0.5,bridge
Mo,Nb,0.5,0.5,bridge
Mo,Nb,0.5,0.5,bridge
Nb,W,0.75,0.25,bridge
Nb,W,0.5,0.5,hollow
Nb,Mo,0.75,0.25,hollow
Nb,W,0.75,0.25,hollow
Nb,W,0.5,0.5,hollow
Nb,Re,0.75,0.25,hollow
Nb,W,0.5,0.5,hollow
Nb,W,0.5,0.5,hollow
Nb,Tc,0.5,0.5,bridge
Nb,Ir,0.75,0.25,hollow
Ir,Nb,0.5,0.5,bridge
Ir,Nb,0.5,0.5,hollow
Ir,Nb,0.5,0.5,hollow
Nb,Rh,0.75,0.25,hollow
Nb,Ir,0.75,0.25,hollow
Nb,Rh,0.75,0.25,hollow
Nb,Rh,0.5,0.5,bridge
Nb,Ni,0.75,0.25,hollow
Nb,Ni,0.75,0.25,top
Nb,Ni,0.5,0.5,hollow
Nb,Ni,0.5,0.5,bridge
Nb,Mn,0.75,0.25,hollow
Nb,Pt,0.75,0.25,bridge
Nb,Pd,0.75,0.25,top
Nb,Ni,0.5,0.5,hollow
Nb,Fe,0.75,0.25,hollow
Nb,Mn,0.75,0.25,hollow
Nb,Mn,0.75,0.25,top
Nb,Pd,0.5,0.5,bridge
Au,Nb,0.5,0.5,hollow
Nb,Cu,0.75,0.25,bridge
Nb,Cu,0.75,0.25,hollow
Nb,Zn,0.75,0.25,hollow
Au,Nb,0.5,0.5,bridge
V,Zr,0.75,0.25,hollow
V,Hf,0.75,0.25,hollow
V,Ti,0.75,0.25,hollow
V,Ta,0.75,0.25,hollow
V,Nb,0.75,0.25,hollow
V,Mo,0.75,0.25,hollow
Ru,V,0.5,0.5,bridge
Ru,V,0.5,0.5,bridge
Cd,Nb,0.5,0.5,bridge
Hg,Nb,0.5,0.5,hollow
Ru,V,0.5,0.5,hollow
Re,V,0.5,0.5,bridge
V,W,0.75,0.25,hollow
Re,V,0.5,0.5,bridge
V,W,0.75,0.25,top
Nb,Zn,0.5,0.5,bridge
Nb,Hg,0.75,0.25,hollow
V,Zn,0.5,0.5,hollow
Cd,V,0.5,0.5,hollow
Cd,V,0.5,0.5,bridge
Cd,V,0.5,0.5,bridge
Cu,Nb,0.5,0.5,bridge
Nb,Cd,0.75,0.25,hollow
V,Tc,0.75,0.25,hollow
V,Ir,0.75,0.25,hollow
V,Ir,0.75,0.25,hollow
V,W,0.5,0.5,bridge
Au,V,0.5,0.5,bridge
V,Ni,0.75,0.25,hollow
Au,V,0.5,0.5,hollow
V,Ni,0.75,0.25,hollow
V,Os,0.75,0.25,hollow
V,Ni,0.75,0.25,hollow
Cu,V,0.5,0.5,bridge
Pd,V,0.5,0.5,bridge
Cu,V,0.5,0.5,hollow
Cu,V,0.5,0.5,hollow
Cu,V,0.5,0.5,hollow
Cu,V,0.5,0.5,hollow
Cu,V,0.5,0.5,top
Cd,V,0.5,0.5,bridge
Cd,V,0.5,0.5,hollow
Au,V,0.5,0.5,bridge
V,La,0.75,0.25,bridge
V,Ru,0.75,0.25,hollow
V,Ag,0.75,0.25,hollow
Co,V,0.5,0.5,hollow
Ag,V,0.5,0.5,bridge
V,Pt,0.75,0.25,hollow
V,Pt,0.75,0.25,hollow
V,Pt,0.75,0.25,hollow
Pt,V,0.5,0.5,bridge
V,Pd,0.75,0.25,hollow
