Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,ads_energy
Fe,Pt,0.5,0.5,3,0.16134527474153515
Ir,Ti,0.5,0.5,3,-0.18146714075825798
W,Zr,0.5,0.5,3,-0.9184333220573251
Fe,Pt,0.5,0.5,3,0.1543398400399667
Ir,Ti,0.5,0.5,3,-0.5217167879590932
W,Zr,0.5,0.5,3,-0.7963501286567123
Hf,Pt,0.5,0.5,2,-0.7392532981602642
Pd,Ir,0.75,0.25,1,0.21107013303938515
W,Zr,0.5,0.5,3,-0.7834013194578517
Hf,Pt,0.5,0.5,3,0.26764504914265785
Pd,Ir,0.75,0.25,1,-0.4272943743589792
W,Zr,0.5,0.5,1,0.1785942987417286
Os,Mn,0.75,0.25,1,-0.13832090645789208
Hf,Ru,0.5,0.5,2,-0.5435643998561943
Cd,Nb,0.5,0.5,2,-0.7326810686599572
Os,Mn,0.75,0.25,1,0.4267640244443385
Hf,Ru,0.5,0.5,3,-0.8050686559572284
Cd,Nb,0.5,0.5,3,0.13521227794356605
Cd,Nb,0.5,0.5,3,0.02151944264281269
Hg,Ta,0.5,0.5,2,-0.7547314054563401
Os,Ti,0.5,0.5,2,-0.5356642548603929
Nb,Tc,0.75,0.25,1,-0.014552103856630083
Cd,Ta,0.5,0.5,2,-0.8513863769576062
Os,Ti,0.5,0.5,3,-0.9127955314570215
Cd,Ta,0.5,0.5,3,0.11764841814240867
Y,Zr,0.5,0.5,3,-0.8923796464577833
Os,Ti,0.5,0.5,1,0.8124462063397289
Zn,Cr,0.75,0.25,1,0.820550164739899
Y,Zr,0.5,0.5,3,-0.9500130853566304
W,Zr,0.75,0.25,1,0.29478473094516744
V,Sc,0.75,0.25,3,-0.7148577482575718
Zn,Cr,0.75,0.25,1,-0.14097428845613535
Pt,Ti,0.5,0.5,3,-0.04440979485931962
Y,Zr,0.5,0.5,3,-0.9271786526578296
V,Sc,0.75,0.25,3,-0.7940043711596161
Pt,Ti,0.5,0.5,3,0.007820687741542542
Y,Zr,0.5,0.5,3,-0.9050674984564182
Rh,Ru,0.5,0.5,3,-0.2947735743573219
Mo,Ni,0.5,0.5,3,-0.43175091875943394
V,Sc,0.75,0.25,3,-0.8488117718579531
Pt,Ti,0.5,0.5,3,-0.4675625965601
Ag,V,0.5,0.5,3,-0.07782102035614002
Y,Zr,0.5,0.5,1,0.056602535642952034
Ag,V,0.5,0.5,3,-0.1632968751573287
Mo,Ta,0.5,0.5,3,-0.7623816138575137
Rh,Tc,0.5,0.5,3,-0.3463561538582951
Co,Hf,0.5,0.5,3,-0.6999293110556835
Rh,Tc,0.5,0.5,3,-0.3532062115582164
Pd,Zr,0.5,0.5,2,-0.7327033820574513
Co,Hf,0.5,0.5,1,-0.1924455734542505
W,Y,0.5,0.5,2,-0.8975560679600392
Rh,Tc,0.5,0.5,3,-0.5373319044583411
Pd,Zr,0.5,0.5,3,-0.0108074092558752
Co,Hf,0.5,0.5,1,0.3121032802455659
Rh,Tc,0.5,0.5,3,-0.46933813925622303
Pd,Zr,0.5,0.5,3,0.012725267542037955
W,Y,0.5,0.5,1,0.24206838914054174
Pd,Zr,0.5,0.5,1,0.06479139344176588
Hf,W,0.5,0.5,3,-0.8537662845583043
Hf,Ti,0.5,0.5,3,-0.962320794357737
Co,Hf,0.5,0.5,2,-0.4084303545523369
Fe,Hg,0.5,0.5,2,-0.29299680705568676
Fe,Hg,0.5,0.5,1,0.37812748534364005
Hf,W,0.5,0.5,3,-0.8084104859580918
Hf,Ti,0.5,0.5,3,-1.0341502761575327
Hf,W,0.5,0.5,3,-0.8234557961577309
Hf,Ti,0.5,0.5,3,-0.9464810477574872
Ru,Sc,0.5,0.5,2,-0.7617055470572893
Ru,Sc,0.5,0.5,3,-0.8256713470572947
Nb,Pt,0.5,0.5,3,-0.4116276921585893
Hf,W,0.5,0.5,3,-0.8887315522578945
Hf,Ti,0.5,0.5,3,-0.9380040214591361
Ru,Sc,0.5,0.5,1,0.9260756391422831
V,Zr,0.5,0.5,2,-0.8026169102585925
Nb,Pt,0.5,0.5,3,-0.5907364221556861
Hf,W,0.5,0.5,1,0.14001372664009182
Hf,Ti,0.5,0.5,1,0.2238149928425912
V,Zr,0.5,0.5,3,-0.9669049600588266
Nb,Pt,0.5,0.5,3,-0.21149898445852955
Mo,V,0.5,0.5,3,-0.7523950359600065
Nb,Pt,0.5,0.5,3,-0.12425629445621666
Mo,V,0.5,0.5,3,-0.7988103097586361
Mo,V,0.5,0.5,3,-0.8088612425590043
Cr,Sc,0.5,0.5,2,-0.9091928802581322
Nb,Y,0.5,0.5,3,-0.8584901808562506
Fe,Os,0.5,0.5,3,-0.3490655913546732
Fe,Os,0.5,0.5,3,-0.3563698070565522
Mo,V,0.5,0.5,3,-0.8654654109586488
Nb,Y,0.5,0.5,3,-0.9171841834567829
Fe,Os,0.5,0.5,3,-0.38233395715994334
Nb,Y,0.5,0.5,3,-0.7377146304561109
Fe,Os,0.5,0.5,3,-0.38013323645915875
Nb,Y,0.5,0.5,3,-0.7960875387570638
Cu,Ti,0.5,0.5,3,-0.3000169359574727
Au,Hf,0.5,0.5,2,-0.7750506899601248
Au,Hf,0.5,0.5,1,0.06268006214034472
Cu,Ti,0.5,0.5,3,-0.12311804236284729
Au,Hf,0.5,0.5,3,0.10666182194202634
Cu,Ti,0.5,0.5,3,-0.6298673446571854
Cu,Ti,0.5,0.5,3,-0.7582701098571931
Cd,Fe,0.5,0.5,2,-0.35435657285685807
Ti,Zn,0.5,0.5,3,-0.7351578488587336
Ti,Zn,0.5,0.5,3,-0.7977060718539803
Cr,Pd,0.5,0.5,3,-0.5999023047579328
Cd,Fe,0.5,0.5,1,1.036602974142653
Ti,Zn,0.5,0.5,3,0.008683832843445316
Cr,Pd,0.5,0.5,3,-0.5114527899558823
Cd,Fe,0.5,0.5,1,0.2565381785434795
Ti,Zn,0.5,0.5,3,0.07626099174470369
Cr,Pd,0.5,0.5,3,-0.24071652755716855
Cr,Pd,0.5,0.5,3,-0.297858664957829
La,Re,0.5,0.5,1,1.083394173242624
La,Re,0.5,0.5,1,-0.7046274925550904
Cu,Pt,0.5,0.5,2,-0.30979670725989195
Cu,Pt,0.5,0.5,1,-0.18481890285963232
Cu,Pt,0.5,0.5,3,-0.19890610025956335
Cu,Pt,0.5,0.5,3,-0.05272953936125191
Cu,Pt,0.5,0.5,3,-0.3096190168571127
Re,Tc,0.5,0.5,3,-0.5496653281579427
Re,Tc,0.5,0.5,3,-0.5496329465558745
Re,Tc,0.5,0.5,3,-0.5787217798560675
Pt,Ru,0.5,0.5,3,-0.09302170755742623
Re,Tc,0.5,0.5,3,-0.5335619032584589
Pt,Ru,0.5,0.5,3,-0.08469801735824944
Re,Tc,0.5,0.5,1,0.024904402745079324
Pt,Ru,0.5,0.5,3,-0.26279475606040137
Re,Tc,0.5,0.5,1,0.2265502811433464
Pt,Ru,0.5,0.5,3,-0.22100677806062663
Mo,Zn,0.5,0.5,3,0.09886780124455186
Mn,Rh,0.5,0.5,3,1.3509743232434914
Tc,Y,0.5,0.5,1,0.9310440296403897
Mn,Rh,0.5,0.5,3,1.439444246542763
Mo,Zn,0.5,0.5,2,-0.6216231116549977
Mn,Zr,0.5,0.5,1,-0.15127801505784078
La,Ru,0.5,0.5,2,-0.6052962813582496
Mn,Zr,0.5,0.5,1,0.47352188954121743
La,Ru,0.5,0.5,1,0.9638938843427525
Hf,Zn,0.5,0.5,0,-0.057868137059784885
Hf,Zn,0.5,0.5,3,-0.7600687822623229
Fe,Ni,0.5,0.5,3,-0.14146123625593532
Mn,Zr,0.5,0.5,2,-0.5660106622590035
La,Ru,0.5,0.5,1,-0.5619918129586665
Hf,Zn,0.5,0.5,3,-0.7604056591580672
Fe,Ni,0.5,0.5,3,-0.1215995110605661
Co,La,0.5,0.5,2,-0.4666753693590806
Mn,Zr,0.5,0.5,3,-0.7553742743611735
Hf,Zn,0.5,0.5,1,0.5889238719401249
Fe,Ni,0.5,0.5,3,-0.08633369365904286
Co,La,0.5,0.5,1,0.6536441075450341
Fe,Ni,0.5,0.5,1,0.556391982238921
Pd,Sc,0.5,0.5,3,-0.42200135205618494
Pd,Sc,0.5,0.5,1,0.3900203567436904
Ag,Ti,0.5,0.5,2,-0.6904830151533758
Ag,Ti,0.5,0.5,3,0.021430869544047937
Fe,Ni,0.5,0.5,1,0.4180856338435035
Pd,Sc,0.5,0.5,2,-0.0050364190564948785
Pd,Sc,0.5,0.5,3,-0.4248483430555723
Ag,Ti,0.5,0.5,3,-0.11595219655916367
Ru,V,0.5,0.5,3,-0.4164321341586117
Ru,V,0.5,0.5,1,0.2484112266402292
Nb,Os,0.5,0.5,3,-0.6599582371554504
Nb,Os,0.5,0.5,3,-0.31453842695825074
Ru,V,0.5,0.5,3,-0.5996616200600045
Nb,Os,0.5,0.5,1,0.22338954284444412
Rh,Y,0.5,0.5,2,-0.5057088749590264
Ru,Tc,0.5,0.5,3,-0.47690372035773976
Ru,Tc,0.5,0.5,3,-0.4572490738564454
Re,Y,0.5,0.5,0,0.5387143788439346
Hg,Ti,0.5,0.5,2,-0.6626992398550726
Ru,Tc,0.5,0.5,3,-0.5539392841555753
Hg,Ti,0.5,0.5,3,0.28501203464205105
Ru,Tc,0.5,0.5,3,-0.5084379046556649
Co,Cu,0.5,0.5,3,-0.27060728035482384
Co,Cu,0.5,0.5,3,-0.3274339017579848
Co,Cu,0.5,0.5,3,-0.17163321855238678
Co,Cu,0.5,0.5,3,-0.12040302645525003
Au,Cu,0.5,0.5,3,0.3014674386368199
Au,Cu,0.5,0.5,3,0.164787242641097
Re,Ru,0.5,0.5,3,-0.5409469367577628
Rh,Sc,0.5,0.5,3,-0.6155066728597092
Hg,Pd,0.5,0.5,1,0.40942425033884433
Au,Cu,0.5,0.5,3,0.2323173257400697
Re,Ru,0.5,0.5,3,-0.49880643535922786
Fe,Zr,0.5,0.5,1,-0.26221882705701205
Rh,Sc,0.5,0.5,2,-0.4588314158599758
Rh,Sc,0.5,0.5,1,0.8315303662393774
La,Mo,0.5,0.5,2,-0.8590180816599684
Re,Ru,0.5,0.5,3,-0.4774120289575592
Fe,Zr,0.5,0.5,2,-0.5941377090593676
Fe,Zr,0.5,0.5,1,0.49041798213968946
Os,Tc,0.5,0.5,3,-0.4208285413578494
Tc,Zn,0.5,0.5,2,-0.41351711465446783
Re,Ru,0.5,0.5,3,-0.4568223993582876
Os,Tc,0.5,0.5,3,-0.38882985875804366
Os,Tc,0.5,0.5,1,-0.09783880276060586
Tc,Zn,0.5,0.5,3,0.20873240304447904
Ir,Ta,0.5,0.5,3,-0.4083767481597249
Mn,Y,0.5,0.5,3,-0.3716366179569093
Os,Tc,0.5,0.5,1,0.1991397099418748
Tc,Zn,0.5,0.5,3,0.07206186704664219
Ir,Ta,0.5,0.5,3,-0.6516986297565097
Mn,Y,0.5,0.5,3,-0.5304935476587787
Ir,Ta,0.5,0.5,3,-0.5808103896588079
Mn,Y,0.5,0.5,1,0.750678541841836
Au,Zr,0.5,0.5,2,-0.6872889428586575
Au,Zr,0.5,0.5,1,0.17513001754289803
Cd,Re,0.5,0.5,2,-0.6615913283557973
Pt,Re,0.5,0.5,2,-0.407946808357309
Pt,Re,0.5,0.5,3,-0.07801789475976761
Pt,Re,0.5,0.5,3,-0.005126216557044927
Ag,Ir,0.5,0.5,2,-0.31564797116058685
Pt,Re,0.5,0.5,1,-0.17288290156190556
Ag,Ir,0.5,0.5,3,0.079700782743231
Co,Pt,0.5,0.5,3,-0.2265422538611972
Co,Pt,0.5,0.5,3,-0.10021721375866832
Ag,Fe,0.5,0.5,2,-0.27837721895681966
Co,Pt,0.5,0.5,3,-0.13219072596163528
La,Rh,0.5,0.5,2,-0.45828120165876385
Ag,Fe,0.5,0.5,3,0.020086219040450715
Ag,Fe,0.5,0.5,3,0.07459769584332321
La,Rh,0.5,0.5,1,0.7783658528396984
Ag,Fe,0.5,0.5,3,-0.30707665735732803
Fe,Pd,0.5,0.5,3,0.03718925404339757
Ag,Fe,0.5,0.5,1,0.27343467924313813
Fe,Pd,0.5,0.5,3,0.04331208753959004
Fe,Pd,0.5,0.5,3,0.12312294034293814
Fe,Pd,0.5,0.5,3,0.12514352164092202
Pd,Ti,0.5,0.5,3,-0.1839188863586685
Pd,Ti,0.5,0.5,3,-0.1303602161560491
Pt,V,0.5,0.5,3,-0.20057905605696646
Pd,Ti,0.5,0.5,3,-0.6002902030586199
Pt,V,0.5,0.5,3,-0.13108485525569336
Pt,V,0.5,0.5,3,-0.4143632525583314
Pt,V,0.5,0.5,3,-0.5279507798577185
La,Sc,0.5,0.5,3,-0.7613607788580055
Pt,Zr,0.5,0.5,2,-0.6218896471573032
V,Zn,0.5,0.5,3,-0.010379918355255313
Co,W,0.5,0.5,3,-0.6015963494564573
Co,W,0.5,0.5,3,-0.6217959039558707
La,Sc,0.5,0.5,3,-0.8400835844595065
Pt,Zr,0.5,0.5,3,0.15127529394251837
V,Zn,0.5,0.5,3,-0.015740833156968392
Co,W,0.5,0.5,3,-0.6922986947601828
La,Sc,0.5,0.5,3,-0.7795729498584194
Pt,Zr,0.5,0.5,1,0.019610972242873004
Co,W,0.5,0.5,3,-0.6961881538581736
Co,Rh,0.5,0.5,3,-0.30716060446044935
Co,Rh,0.5,0.5,1,0.07772224304156339
La,Sc,0.5,0.5,3,-0.7064871184583978
V,Zn,0.5,0.5,2,-0.6942655335578536
Co,W,0.5,0.5,1,0.06925868634519361
Co,Rh,0.5,0.5,3,-0.2857037480561928
Co,Rh,0.5,0.5,3,-0.32717185615817357
Ag,Mn,0.5,0.5,2,2.436977796141065
Ag,Mn,0.5,0.5,1,3.7490024248409384
Co,Rh,0.5,0.5,3,-0.3149742172599588
Ag,Mn,0.5,0.5,1,3.026536917846016
Y,Zn,0.5,0.5,0,-0.2202584650576398
Y,Zn,0.5,0.5,3,-0.6459062785570211
Y,Zn,0.5,0.5,1,0.2481317657448301
La,Ni,0.5,0.5,2,-0.28597518156217916
La,Ni,0.5,0.5,1,-0.1275246538561703
Fe,Y,0.5,0.5,2,-0.617506437457422
Fe,Y,0.5,0.5,1,0.5867768937432913
Sc,W,0.5,0.5,3,-0.8045895995555554
Sc,W,0.5,0.5,3,-0.7695704533570904
Ni,Y,0.5,0.5,2,-0.404760083059017
Sc,W,0.5,0.5,3,-0.8672269398584547
Sc,W,0.5,0.5,3,-0.9728735050584589
Nb,Re,0.5,0.5,3,-0.8832238321583361
Nb,Re,0.5,0.5,3,-0.5453411671578294
Nb,Re,0.5,0.5,1,0.5003144902412089
Sc,W,0.5,0.5,1,0.44992390534483206
Nb,Re,0.5,0.5,1,-0.2387887371578188
Cu,Pd,0.5,0.5,3,-0.08607926726014625
Cu,Pd,0.5,0.5,3,-0.22658483965548726
Fe,W,0.5,0.5,3,-0.7054412489587492
Cu,Pd,0.5,0.5,1,0.5380509652468675
Cu,Pd,0.5,0.5,1,0.27541444344481647
Pd,Ru,0.75,0.25,1,0.22773302394219286
Pd,Pt,0.75,0.25,1,0.17250330264599256
Cd,Hf,0.75,0.25,1,0.8775339318426916
Cu,Ta,0.75,0.25,1,-0.32031635616201015
Pd,Ru,0.75,0.25,1,-0.1311381896584578
Pd,Pt,0.75,0.25,1,-0.3042111625536279
Cd,Hf,0.75,0.25,1,-0.265839437760377
Ag,Pd,0.75,0.25,1,0.29313544904383093
Ag,Au,0.75,0.25,1,0.9065072528401572
Au,Rh,0.75,0.25,1,-0.04342256585638893
Pd,Ag,0.75,0.25,2,-0.12397098316338884
Ir,Cr,0.75,0.25,1,-0.17167716505625208
Ag,Au,0.75,0.25,1,0.5239021341413093
Pd,Ag,0.75,0.25,1,0.20638582943595907
Ir,Cr,0.75,0.25,1,0.3430510591433915
Au,Pt,0.75,0.25,1,-0.23016191205803693
Cu,Ru,0.75,0.25,1,-0.029069377159402165
Cr,Ag,0.75,0.25,1,0.5709114324427276
Au,Ti,0.75,0.25,1,0.4961621691445828
Au,Mo,0.75,0.25,1,0.505761256944453
Ni,Zr,0.75,0.25,1,-0.08950586075567912
Cu,Au,0.75,0.25,1,0.4926576150401445
Au,Ti,0.75,0.25,1,0.22247061444161886
Au,Mo,0.75,0.25,1,-0.06580733045754528
Ni,Zr,0.75,0.25,1,0.7064697031464959
Cu,Re,0.75,0.25,1,-0.34165729216235263
Co,Cu,0.75,0.25,1,0.5649427514445335
Ag,Sc,0.75,0.25,1,0.25942367374321407
Cr,Au,0.75,0.25,1,0.23181650024437772
Pt,Hg,0.75,0.25,1,-0.17925567155813837
Pd,Zn,0.75,0.25,1,0.8897088491367242
Pt,Hg,0.75,0.25,1,1.3176312622427133
Ir,Re,0.75,0.25,1,-0.16781954315499092
Hf,W,0.75,0.25,1,0.1016534306409369
Mo,Pt,0.75,0.25,1,0.0539316023432832
Ir,V,0.75,0.25,1,-0.2179086259593248
Ir,Re,0.75,0.25,1,-0.21390841645822434
Mo,Hf,0.75,0.25,1,0.14420904174133398
Ir,V,0.75,0.25,1,0.564863974440442
Pd,Rh,0.75,0.25,1,0.17531097323902145
Pd,Cu,0.75,0.25,1,0.5135543251390402
Pd,Rh,0.75,0.25,1,-0.10220269246107705
Co,Pd,0.75,0.25,1,0.34583219864819625
V,Hf,0.75,0.25,1,0.30214908384462547
Ir,Au,0.75,0.25,1,-0.34770801535975693
Cu,Ni,0.75,0.25,1,0.14206573704089465
Hg,Rh,0.75,0.25,1,0.043459845340322545
Au,Cr,0.75,0.25,1,0.5004514995426064
Os,La,0.75,0.25,1,1.320363965439384
Zr,Ru,0.75,0.25,1,0.008494033442758564
Ir,Au,0.75,0.25,1,0.361628951240192
Au,Cr,0.75,0.25,1,0.11662554224042765
Ag,Hg,0.75,0.25,1,0.9278745837373492
Ag,Hg,0.75,0.25,1,1.1150120325410455
Os,Ta,0.75,0.25,1,0.5415914384402924
Mo,Zn,0.75,0.25,1,0.904469936439483
W,Pd,0.75,0.25,1,0.31200545534468915
Au,Os,0.75,0.25,1,-0.47865871855807995
Co,Nb,0.75,0.25,1,0.4864973658414158
Cr,La,0.75,0.25,1,-0.6335724466580075
Rh,Y,0.75,0.25,2,-0.34693616455749066
Zn,Re,0.75,0.25,1,0.9770084108395451
Ir,Ti,0.75,0.25,1,-0.2877539896571477
Hf,Ni,0.75,0.25,1,0.03942575774365764
Rh,Y,0.75,0.25,2,-0.6547684819551876
Cr,Re,0.75,0.25,1,-0.031714187555706985
Zn,Re,0.75,0.25,1,-0.6999991082620625
Tc,Pd,0.75,0.25,1,0.3271353928403471
Ir,Ti,0.75,0.25,1,0.8630465910437408
Fe,W,0.75,0.25,1,0.11468496234104464
Ir,Pd,0.5,0.5,3,-0.33172949075648717
Ir,Pd,0.5,0.5,3,-0.15429847865650004
Ir,Pd,0.5,0.5,1,-0.36158010675623586
Pt,Rh,0.5,0.5,3,-0.18914741776004007
Hf,Ag,0.75,0.25,1,0.5402248827422511
Hf,Mn,0.75,0.25,1,0.21041243384118502
Zn,Mo,0.75,0.25,1,0.7754777726450186
Zn,Mo,0.75,0.25,1,-0.22205754565854363
Ir,Ta,0.75,0.25,1,-0.28316547005576354
Ir,Ta,0.75,0.25,1,0.4964001327435028
Zr,Ag,0.75,0.25,1,0.5278978537435535
Pt,Cd,0.75,0.25,2,-0.31189143955904797
Fe,Ti,0.75,0.25,1,0.6421433523437656
Au,Zr,0.75,0.25,1,0.528945764142037
Au,Zr,0.75,0.25,1,0.068916911340267
Re,La,0.75,0.25,2,-0.10507077235794782
Re,La,0.75,0.25,2,-0.6615581304604063
Cd,Ru,0.75,0.25,1,-0.42703423355757764
V,Sc,0.75,0.25,2,-0.8885676036579468
Ag,Zn,0.75,0.25,1,0.8660300471465519
V,Sc,0.75,0.25,1,0.8141410674407155
Ag,Zn,0.75,0.25,1,0.7109436628461765
Tc,Sc,0.75,0.25,1,0.7816340760410014
La,Pt,0.75,0.25,1,-0.006656856959097013
Au,Ir,0.75,0.25,1,-0.4685147228583162
Co,Zr,0.75,0.25,1,0.6970760613412779
Cu,Tc,0.75,0.25,1,-0.008866421251667589
Pt,Ni,0.75,0.25,1,-0.24806523395724867
Nb,Cu,0.75,0.25,1,0.35001880614166225
Pd,Sc,0.75,0.25,1,0.9126371612410651
Pt,Ni,0.75,0.25,1,0.24862619653961815
Hg,Y,0.75,0.25,1,0.2527253194430443
Os,Cr,0.75,0.25,1,-0.11048733425829482
Re,Mo,0.75,0.25,1,0.025638293741423013
Os,Cr,0.75,0.25,1,0.4099509267407768
Re,Mo,0.75,0.25,1,0.4139567145439571
Au,Cd,0.75,0.25,1,0.5649068324428583
Ag,Os,0.75,0.25,1,-0.5819516350593119
Ag,V,0.75,0.25,2,0.319311711945403
Ag,V,0.75,0.25,1,-0.0338215731526077
Y,Pd,0.75,0.25,1,0.21940606844239596
Rh,Os,0.75,0.25,1,-0.3162123352585411
Ru,Os,0.75,0.25,1,-0.13641461295898694
Cr,Zn,0.75,0.25,1,0.8841345971386829
Ta,Os,0.75,0.25,1,-0.17300603296004624
Cr,W,0.75,0.25,1,0.005496699542192118
Ti,Y,0.75,0.25,1,0.7988832362434835
Ir,Ag,0.75,0.25,1,-0.34117129675630053
Ir,Ag,0.75,0.25,1,0.9163047115444272
Hg,Cr,0.75,0.25,1,-0.1804063048575415
Y,V,0.75,0.25,1,-0.15570925285553017
Y,Cr,0.75,0.25,1,-0.15298403275934902
Y,Mo,0.75,0.25,1,-0.1344404270593884
Y,W,0.75,0.25,1,-0.24601621675807905
Y,Tc,0.75,0.25,1,-0.08314601605795247
Y,Os,0.75,0.25,1,-0.13969004725638
Y,Rh,0.75,0.25,1,0.05674838864163689
Y,Zn,0.75,0.25,1,0.27393972254233745
Cr,Os,0.75,0.25,1,0.278320619240759
Cr,Ir,0.5,0.5,3,-0.5588404625586634
Hf,Ta,0.75,0.25,1,0.33003789513989545
Cr,Os,0.75,0.25,1,-0.1245767086611238
Cr,Ir,0.5,0.5,3,-0.5017756055594589
Hf,Ta,0.75,0.25,1,0.146949908340531
Cr,Ir,0.5,0.5,3,-0.3509574628578491
Cr,Ir,0.5,0.5,3,-0.32605482885898596
Cr,Ir,0.5,0.5,1,0.3077138118397045
Y,Cd,0.75,0.25,1,0.5236204963412376
Cr,Tc,0.75,0.25,1,0.11746242834217924
Cr,Mo,0.75,0.25,1,0.13634862534402714
Hf,V,0.75,0.25,1,0.14167783884207097
Y,La,0.75,0.25,1,0.5056966298425607
Co,Au,0.75,0.25,1,0.46541289724066814
Hf,Nb,0.75,0.25,1,0.2516368641418296
Ag,Cu,0.75,0.25,1,0.8466056089391998
Ag,Cu,0.75,0.25,1,0.49928494753933705
Hf,La,0.75,0.25,1,0.026879677142488845
Ti,La,0.75,0.25,2,-0.8315988027561332
Ta,Ti,0.5,0.5,3,-0.9210037093571088
Nb,V,0.75,0.25,1,0.20628188184221585
Hf,La,0.75,0.25,1,1.0886271945392139
Ti,La,0.75,0.25,2,-0.732201467954809
Ta,Ti,0.5,0.5,3,-1.010037860759411
Hf,Sc,0.75,0.25,1,0.1471334492426024
Ta,Ti,0.5,0.5,3,-0.9201466868571231
Hf,Sc,0.75,0.25,1,0.5241527509433865
Ta,Ti,0.5,0.5,3,-0.975464164856902
Nb,Ta,0.5,0.5,3,-0.8410509491577329
Nb,Ta,0.5,0.5,3,-0.9523072771580416
Nb,Ta,0.5,0.5,3,-0.8821665338573155
Nb,Ta,0.5,0.5,3,-0.9725415261554815
Hf,Zr,0.75,0.25,1,0.26689387894023753
Hf,Zr,0.75,0.25,1,0.36476506324200386
Nb,Ti,0.75,0.25,1,0.33852907144412825
Nb,Sc,0.75,0.25,1,0.7568994724433935
Nb,Zr,0.75,0.25,1,0.3491280415446738
Cr,Ta,0.75,0.25,1,-0.06330837295806191
Mo,Zr,0.75,0.25,1,0.2467556861420519
Mo,W,0.75,0.25,1,0.13861955143968885
Mo,Ti,0.75,0.25,1,0.347155080141448
Mo,V,0.75,0.25,1,0.200890082241159
Mo,W,0.75,0.25,1,-0.008840026158367209
Mo,Ta,0.75,0.25,1,-0.018386323858948117
Mo,Ru,0.75,0.25,1,0.0618359650443665
Mo,Re,0.75,0.25,1,0.2017763570411546
Mo,Re,0.75,0.25,1,-0.07144321625943917
W,La,0.75,0.25,2,-0.6718834900557056
W,Nb,0.75,0.25,1,0.14415897274105305
W,Cr,0.75,0.25,1,0.17431422024404242
W,La,0.75,0.25,1,-0.3774174043564642
W,Re,0.75,0.25,1,0.01269438264446876
W,Re,0.75,0.25,1,-0.07804048015802323
Re,W,0.5,0.5,3,-0.7422027400598097
Re,W,0.5,0.5,3,-0.7466584681596657
Re,W,0.5,0.5,3,-0.8024086071590943
Re,W,0.5,0.5,3,-0.7623295040602613
Re,W,0.5,0.5,1,0.1428562277406229
Re,Y,0.75,0.25,2,-0.18598586305503773
Re,Y,0.75,0.25,2,-0.7832596842553983
Re,Zr,0.75,0.25,2,-0.7148249585579549
Mo,Ir,0.75,0.25,1,-0.06999216925666474
Os,Ir,0.75,0.25,1,-0.09896562615810467
Os,Ir,0.75,0.25,1,-0.05830651245830154
Mo,Tc,0.75,0.25,1,0.08906095454315732
Tc,Re,0.75,0.25,1,0.20399843864382206
Tc,Re,0.75,0.25,1,0.012085664043326005
Os,Hf,0.75,0.25,1,-0.17872817875738178
Os,Hf,0.75,0.25,1,0.751829175344966
Os,Mo,0.75,0.25,1,-0.1373563989609181
Os,Mo,0.75,0.25,1,0.3698821640400922
Ru,Y,0.75,0.25,2,-0.44152034975829224
Ru,Cr,0.75,0.25,1,0.27403618694100373
Ir,Y,0.75,0.25,2,-0.39140868155570274
Ir,Sc,0.75,0.25,2,-0.40113430226026026
Ru,Y,0.75,0.25,2,-0.6592667957583842
Ir,Y,0.75,0.25,2,-0.6007035439569961
Ir,Sc,0.75,0.25,2,-0.5486239484589248
Ir,Y,0.75,0.25,1,1.2589613416430723
Ir,Zr,0.75,0.25,2,-0.427946767259499
Ir,Zr,0.75,0.25,2,-0.5907108434575719
Ir,Zr,0.75,0.25,1,-0.3634895295571994
Ir,Zr,0.75,0.25,1,0.9403442004413876
Ir,Hf,0.75,0.25,1,-0.35471957265596643
Ir,Hf,0.75,0.25,1,0.893028501942382
Ir,W,0.75,0.25,1,-0.2042804846596198
Ir,W,0.75,0.25,1,0.05411269393974294
Ni,Y,0.75,0.25,1,-0.23746286245929582
Ni,Rh,0.75,0.25,1,0.04841721534560861
Ni,Y,0.75,0.25,1,1.049618995443808
Ni,Sc,0.75,0.25,2,-0.5936662719604726
Rh,Hf,0.75,0.25,1,0.6718575031418652
Ni,Hf,0.75,0.25,2,-0.4243616674566226
Ni,Hf,0.75,0.25,2,-0.2644844469532188
Ni,Tc,0.75,0.25,3,-0.3367529843589807
Ni,Tc,0.75,0.25,3,-0.40934778635616453
Co,Pd,0.75,0.25,2,-0.1400357678566877
Co,Pd,0.5,0.5,2,-0.09933855815958736
Co,Pd,0.75,0.25,2,-0.04702589725545181
Co,Pd,0.5,0.5,2,-0.014174137758317329
Ni,Ti,0.75,0.25,3,-0.48734785766188793
Ni,Re,0.75,0.25,3,-0.3369294502544733
Ni,Ti,0.75,0.25,3,-0.4282477251608441
Ni,Re,0.75,0.25,3,-0.47449456046066985
Au,Co,0.5,0.5,2,0.373002493442101
Ni,Ru,0.75,0.25,3,-0.34792801945783935
Co,Au,0.75,0.25,2,0.16393470994174208
Ni,Ta,0.75,0.25,3,-0.4861841628580521
Ag,Au,0.5,0.5,2,0.31984723184089603
Ni,Ir,0.75,0.25,2,-0.3074504056630474
Ni,Ta,0.75,0.25,1,0.0626418302427112
Ni,Ir,0.75,0.25,3,-0.3343985194651111
Ni,Rh,0.75,0.25,2,-0.19670565165776566
