system_id,composition_fraction
random1728574,"{'Y': 0.45454545454545453, 'In': 0.36363636363636365, 'Pd': 0.18181818181818182}"
random2148744,"{'Hf': 0.5, 'Ni': 0.5}"
random2171711,"{'Tc': 0.75, 'N': 0.25}"
random1534362,{'Rb': 1.0}
random2262050,"{'Sc': 0.6666666666666666, 'Mn': 0.1111111111111111, 'Te': 0.2222222222222222}"
random1691441,"{'Ca': 0.5, 'Cd': 0.5}"
random956102,"{'Cu': 0.5, 'Au': 0.5}"
random55965,"{'Sc': 0.25, 'Sn': 0.75}"
random2277943,"{'Ni': 0.3333333333333333, 'S': 0.6666666666666666}"
random851339,"{'Ca': 0.0625, 'Si': 0.375, 'Sr': 0.5625}"
random2250325,"{'Zn': 0.75, 'Pt': 0.25}"
random1878117,"{'Fe': 0.5, 'Pt': 0.5}"
random1835278,"{'Cr': 0.38461538461538464, 'Se': 0.6153846153846154}"
random2123715,"{'V': 0.5, 'Ir': 0.5}"
random717464,"{'Fe': 0.2, 'P': 0.8}"
random2294730,"{'Sr': 0.2, 'Ga': 0.4, 'As': 0.4}"
random215220,"{'V': 0.75, 'S': 0.25}"
random800653,"{'Nb': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random858332,"{'Zr': 0.75, 'Sn': 0.25}"
random1185097,"{'Al': 0.2857142857142857, 'Hg': 0.14285714285714285, 'S': 0.5714285714285714}"
random2000346,"{'Y': 0.25, 'Sc': 0.25, 'S': 0.5}"
random2138988,"{'Ca': 0.7142857142857143, 'Pt': 0.2857142857142857}"
random297889,"{'Sr': 0.6666666666666666, 'Sb': 0.3333333333333333}"
random1302632,"{'Au': 0.3333333333333333, 'Ti': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random2435781,"{'Ca': 0.25, 'In': 0.5, 'Ir': 0.25}"
random1708251,"{'Ag': 0.5, 'Pt': 0.5}"
random1836725,"{'Tl': 0.5, 'Se': 0.5}"
random240113,"{'Hf': 0.75, 'Sn': 0.25}"
random323760,"{'Ag': 0.75, 'Au': 0.25}"
random642040,"{'Y': 0.2857142857142857, 'Mn': 0.14285714285714285, 'S': 0.5714285714285714}"
random361698,{'Cs': 1.0}
random961379,"{'Y': 0.3333333333333333, 'Fe': 0.3333333333333333, 'Ni': 0.3333333333333333}"
random765972,"{'Fe': 0.3333333333333333, 'S': 0.6666666666666666}"
random870929,"{'As': 0.5, 'K': 0.5}"
random375527,"{'Ca': 0.625, 'Sb': 0.375}"
random2245895,"{'Y': 0.07692307692307693, 'Zn': 0.9230769230769231}"
random1447174,"{'Cs': 0.4, 'S': 0.6}"
random1931527,"{'Pt': 0.75, 'W': 0.25}"
random2396354,"{'Al': 0.6666666666666666, 'Pd': 0.3333333333333333}"
random841159,{'Te': 1.0}
random860226,{'Al': 1.0}
random1868011,{'Hg': 1.0}
random2414842,"{'Zr': 0.2727272727272727, 'Mn': 0.18181818181818182, 'Ga': 0.5454545454545454}"
random50879,"{'Sr': 0.6666666666666666, 'Sn': 0.3333333333333333}"
random741060,"{'Ti': 0.25, 'In': 0.25, 'Pd': 0.5}"
random1369648,"{'Co': 0.75, 'Ni': 0.25}"
random822893,{'Al': 1.0}
random947497,"{'Zr': 0.625, 'Si': 0.375}"
random2274598,"{'Co': 0.3333333333333333, 'Si': 0.6666666666666666}"
random1442694,"{'Al': 0.25, 'Mn': 0.25, 'V': 0.5}"
random1702125,"{'Y': 0.16666666666666666, 'Ga': 0.3333333333333333, 'Co': 0.5}"
random1639573,"{'Ca': 0.2, 'Cu': 0.4, 'Si': 0.4}"
random1120686,"{'Hg': 0.2, 'Pb': 0.8}"
random785093,"{'Fe': 0.25, 'Ir': 0.75}"
random1241841,"{'S': 0.631578947368421, 'Ta': 0.3684210526315789}"
random30599,"{'Te': 0.8333333333333334, 'Zr': 0.16666666666666666}"
random1864011,"{'Hf': 0.3333333333333333, 'V': 0.6666666666666666}"
random1700100,"{'Fe': 0.15789473684210525, 'N': 0.42105263157894735, 'Sr': 0.42105263157894735}"
random1378414,"{'Sr': 0.16666666666666666, 'Ag': 0.5, 'Pd': 0.3333333333333333}"
random2190285,"{'Hf': 0.625, 'Ir': 0.375}"
random929889,"{'Ti': 0.3333333333333333, 'Cr': 0.6666666666666666}"
random83145,"{'Sb': 0.5, 'Ir': 0.5}"
random563458,"{'Au': 0.02040816326530612, 'Ga': 0.8163265306122449, 'Mo': 0.16326530612244897}"
random2243445,"{'Hg': 0.4, 'Te': 0.5, 'Zn': 0.1}"
random924692,"{'Nb': 0.75, 'P': 0.25}"
random345205,"{'Ga': 0.5, 'Ru': 0.5}"
random1587269,"{'Sb': 0.2222222222222222, 'Tl': 0.7777777777777778}"
random1252343,"{'Ni': 0.75, 'Pt': 0.25}"
random1761436,"{'Tl': 0.2222222222222222, 'Sn': 0.2222222222222222, 'S': 0.5555555555555556}"
random2481232,"{'In': 0.5, 'Na': 0.5}"
random755013,"{'As': 0.25, 'Ta': 0.75}"
random1808577,"{'V': 0.5, 'Os': 0.5}"
random319923,"{'Mo': 0.75, 'Pt': 0.25}"
random641055,"{'Nb': 0.5, 'As': 0.5}"
random2373730,"{'Mn': 0.13333333333333333, 'P': 0.8, 'W': 0.06666666666666667}"
random972429,"{'Ru': 0.3333333333333333, 'Si': 0.3333333333333333, 'Y': 0.3333333333333333}"
random2029587,"{'Ca': 0.2, 'Al': 0.8}"
random668426,"{'Mo': 0.125, 'Zn': 0.875}"
random710426,"{'Ti': 0.25, 'Pd': 0.75}"
random624777,"{'In': 0.625, 'Y': 0.375}"
random1300201,"{'Mo': 0.4, 'S': 0.6}"
random758357,"{'Se': 0.5, 'Y': 0.5}"
random786575,"{'Na': 0.25, 'Nb': 0.25, 'S': 0.5}"
random302655,"{'Zr': 0.5, 'Ge': 0.5}"
random941210,"{'Pd': 0.6, 'Ti': 0.4}"
random1224439,"{'Ga': 0.25, 'Mn': 0.5, 'V': 0.25}"
random1469499,"{'Nb': 0.6666666666666666, 'C': 0.3333333333333333}"
random877168,"{'Cl': 0.5454545454545454, 'Cs': 0.36363636363636365, 'Pb': 0.09090909090909091}"
random1010595,"{'Sr': 0.2, 'Zn': 0.4, 'As': 0.4}"
random861357,{'Ru': 1.0}
random2137799,"{'K': 0.6, 'Bi': 0.4}"
random1794358,"{'In': 0.4, 'S': 0.6}"
random2299076,"{'Nb': 0.5, 'Rh': 0.5}"
random189322,"{'Hf': 0.3333333333333333, 'Si': 0.6666666666666666}"
random1342021,"{'Al': 0.25, 'Fe': 0.5, 'Ta': 0.25}"
random1030800,"{'W': 0.3333333333333333, 'N': 0.6666666666666666}"
random1679338,"{'Sc': 0.25, 'Al': 0.75}"
random2234986,"{'Na': 0.3333333333333333, 'Hg': 0.6666666666666666}"
random512833,"{'Te': 0.3333333333333333, 'Mo': 0.3333333333333333, 'Se': 0.3333333333333333}"
random553643,"{'P': 0.6666666666666666, 'W': 0.3333333333333333}"
random625091,{'K': 1.0}
random1216364,"{'Ca': 0.5, 'Cd': 0.5}"
random2144498,"{'Ti': 0.25, 'Au': 0.75}"
random1991470,"{'Al': 0.8, 'W': 0.2}"
random66794,"{'Bi': 0.2, 'N': 0.2, 'Sr': 0.6}"
random978657,"{'Nb': 0.3333333333333333, 'Rh': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random1094502,{'Hg': 1.0}
random1388202,"{'Ca': 0.6666666666666666, 'Pb': 0.3333333333333333}"
random2338607,"{'Cu': 0.25, 'Pt': 0.25, 'Zn': 0.5}"
random2282255,"{'Sb': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random377576,"{'Ta': 0.5, 'Ti': 0.25, 'W': 0.25}"
random1475801,"{'Fe': 0.5, 'Sc': 0.25, 'Ta': 0.25}"
random2377889,"{'Ru': 0.5, 'Sn': 0.25, 'Ta': 0.25}"
random198340,{'Sb': 1.0}
random900722,"{'Hg': 0.5, 'Te': 0.5}"
random1116584,"{'Re': 0.36363636363636365, 'Si': 0.6363636363636364}"
random1447281,{'V': 1.0}
random1933200,"{'Cu': 0.4, 'P': 0.2, 'Pd': 0.4}"
random709194,"{'Sc': 0.3333333333333333, 'Si': 0.3333333333333333, 'Ir': 0.3333333333333333}"
random652029,"{'Ga': 0.25, 'Ru': 0.5, 'Sc': 0.25}"
random1568292,"{'Na': 0.5555555555555556, 'Hf': 0.1111111111111111, 'As': 0.3333333333333333}"
random1413712,{'Y': 1.0}
random1368418,"{'Zr': 0.3333333333333333, 'P': 0.6666666666666666}"
random1469904,"{'Hf': 0.25, 'N': 0.5, 'Zn': 0.25}"
random626689,"{'Zr': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Os': 0.3333333333333333}"
random1486623,"{'Ti': 0.5, 'Hg': 0.5}"
random2447570,"{'Al': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Y': 0.16666666666666666}"
random157609,"{'Ir': 0.25, 'Re': 0.25, 'Ti': 0.5}"
random917637,"{'Hg': 0.25, 'K': 0.75}"
random220938,"{'Ca': 0.3333333333333333, 'In': 0.6666666666666666}"
random2164300,"{'Co': 0.14285714285714285, 'Fe': 0.2857142857142857, 'Se': 0.5714285714285714}"
random985482,"{'Ca': 0.5, 'In': 0.25, 'Pb': 0.25}"
random2389928,"{'Zr': 0.5, 'Cu': 0.5}"
random940661,"{'Ir': 0.3333333333333333, 'Sn': 0.6666666666666666}"
random783869,"{'In': 0.5, 'Hg': 0.5}"
random1523454,"{'K': 0.08333333333333333, 'In': 0.75, 'Co': 0.16666666666666666}"
random2033560,"{'Cd': 0.25, 'Au': 0.75}"
random1779858,"{'Ta': 0.6666666666666666, 'Ni': 0.3333333333333333}"
random100621,{'Na': 1.0}
random1030894,"{'Hf': 0.75, 'Sn': 0.25}"
random763073,"{'Zn': 0.5, 'Ag': 0.5}"
random167033,"{'Hf': 0.5, 'Ir': 0.5}"
random1958668,"{'Ta': 0.3333333333333333, 'Cr': 0.5, 'Si': 0.16666666666666666}"
random2094971,"{'Ag': 0.25, 'Ga': 0.25, 'Te': 0.5}"
random310833,"{'Pb': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random2288557,"{'Zr': 0.5, 'Se': 0.5}"
random361510,"{'Ga': 0.4, 'Te': 0.6}"
random1512109,"{'Nb': 0.3, 'Co': 0.1, 'S': 0.6}"
random115834,"{'Ag': 0.16666666666666666, 'Ca': 0.3333333333333333, 'Si': 0.5}"
random1155812,"{'P': 0.8, 'Os': 0.2}"
random470893,"{'Hf': 0.5, 'Cd': 0.5}"
random2246329,"{'Ni': 0.25, 'Y': 0.75}"
random2307833,"{'Ca': 0.7142857142857143, 'Pt': 0.2857142857142857}"
random1758256,"{'Na': 0.16666666666666666, 'Ga': 0.16666666666666666, 'Cl': 0.6666666666666666}"
random194555,"{'V': 0.75, 'Ge': 0.25}"
random2129855,"{'Y': 0.3333333333333333, 'Si': 0.3333333333333333, 'Ir': 0.3333333333333333}"
random1220331,"{'C': 0.3333333333333333, 'V': 0.6666666666666666}"
random1364906,"{'Fe': 0.6666666666666666, 'N': 0.3333333333333333}"
random1139898,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random753160,"{'Zn': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random1553371,"{'Mo': 0.3333333333333333, 'Se': 0.6666666666666666}"
random439434,"{'Sc': 0.625, 'Si': 0.375}"
random2067814,"{'K': 0.5833333333333334, 'Nb': 0.08333333333333333, 'As': 0.3333333333333333}"
random839101,"{'Fe': 0.3333333333333333, 'K': 0.3333333333333333, 'N': 0.3333333333333333}"
random1090218,"{'Ca': 0.5, 'Te': 0.5}"
random1886339,"{'Zr': 0.5, 'Cu': 0.5}"
random2442874,{'Hg': 1.0}
random1526211,"{'K': 0.5, 'S': 0.5}"
random1337153,"{'Al': 0.8181818181818182, 'Co': 0.18181818181818182}"
random406064,{'Sc': 1.0}
random991386,"{'V': 0.5, 'Ga': 0.5}"
random2015779,"{'Mo': 0.25, 'Ir': 0.75}"
random2068705,"{'Ca': 0.6666666666666666, 'Cu': 0.3333333333333333}"
random2377569,"{'Nb': 0.3333333333333333, 'S': 0.6666666666666666}"
random2373451,"{'Pt': 0.3333333333333333, 'Si': 0.3333333333333333, 'Ti': 0.3333333333333333}"
random680277,"{'Al': 0.75, 'Ir': 0.25}"
random2425236,"{'Cs': 0.25, 'K': 0.5, 'Sb': 0.25}"
random2210342,"{'Ni': 0.25, 'Tc': 0.25, 'Ti': 0.5}"
random2151900,"{'Hf': 0.5, 'Ir': 0.5}"
random1732564,"{'Bi': 0.1, 'Cl': 0.6, 'K': 0.3}"
random1302213,"{'Y': 0.5714285714285714, 'Sb': 0.42857142857142855}"
random2283992,"{'Na': 0.2857142857142857, 'In': 0.2857142857142857, 'Sb': 0.42857142857142855}"
random449471,"{'W': 0.14285714285714285, 'Cl': 0.8571428571428571}"
random1746638,"{'Te': 0.5, 'Pb': 0.5}"
random1361063,"{'Cu': 0.25, 'Ni': 0.5, 'Sn': 0.25}"
random1373899,{'Na': 1.0}
random915120,"{'Al': 0.5, 'N': 0.5}"
random1950293,"{'V': 0.75, 'Si': 0.125, 'Ge': 0.125}"
random1832422,"{'Sr': 0.5, 'Te': 0.5}"
random740236,"{'Ga': 0.16666666666666666, 'P': 0.16666666666666666, 'S': 0.6666666666666666}"
random1250867,"{'Mo': 0.6666666666666666, 'C': 0.3333333333333333}"
random253773,"{'Cs': 0.4, 'Mn': 0.2, 'S': 0.4}"
random368565,"{'Al': 0.5714285714285714, 'C': 0.42857142857142855}"
random95430,"{'Sr': 0.2, 'In': 0.8}"
random859959,"{'As': 0.25, 'Ti': 0.75}"
random743388,"{'Ag': 0.25, 'Zn': 0.75}"
random862643,"{'Ga': 0.6666666666666666, 'Hf': 0.3333333333333333}"
random1505429,"{'Zr': 0.3333333333333333, 'Ga': 0.5, 'Cu': 0.16666666666666666}"
random2492268,"{'Na': 0.75, 'Pt': 0.25}"
random1808529,"{'Tl': 0.25, 'Pd': 0.75}"
random1897189,"{'Mn': 0.3333333333333333, 'Co': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random1149631,"{'Sb': 0.6666666666666666, 'Ir': 0.3333333333333333}"
random1432481,"{'Ru': 0.3333333333333333, 'Si': 0.3333333333333333, 'Ti': 0.3333333333333333}"
random1343945,"{'Si': 0.375, 'W': 0.625}"
random864302,{'Hf': 1.0}
random1532284,{'Pb': 1.0}
random1518763,"{'Ni': 0.3333333333333333, 'As': 0.6666666666666666}"
random21799,"{'K': 0.5555555555555556, 'Bi': 0.4444444444444444}"
random520150,"{'Ge': 0.3333333333333333, 'S': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random514351,"{'Rb': 0.2857142857142857, 'Te': 0.7142857142857143}"
random2387538,"{'Al': 0.25, 'Pt': 0.75}"
random568282,"{'N': 0.5, 'Sr': 0.5}"
random490798,"{'Ga': 0.5, 'Tc': 0.5}"
random298746,"{'Hf': 0.5, 'Ir': 0.25, 'Pd': 0.25}"
random1037200,"{'Hf': 0.5555555555555556, 'Ge': 0.4444444444444444}"
random66773,"{'Sn': 0.5, 'P': 0.5}"
random134738,"{'P': 0.6666666666666666, 'Ir': 0.3333333333333333}"
random2475435,"{'K': 0.75, 'Hg': 0.25}"
random1054081,{'K': 1.0}
random1341251,"{'V': 0.25, 'Cr': 0.25, 'As': 0.5}"
random57402,"{'Sr': 0.625, 'In': 0.375}"
random1019738,"{'Cu': 0.3333333333333333, 'S': 0.6666666666666666}"
random1805574,"{'Cr': 0.25, 'Os': 0.25, 'V': 0.5}"
random1733673,"{'Sc': 0.5, 'Au': 0.5}"
random1079428,{'Ta': 1.0}
random991224,"{'Ag': 0.25, 'Bi': 0.25, 'S': 0.5}"
random310051,"{'Sn': 0.25, 'Pb': 0.25, 'S': 0.5}"
random2053533,"{'Bi': 0.4444444444444444, 'K': 0.5555555555555556}"
random765009,"{'Ti': 0.5, 'Pd': 0.5}"
random663825,"{'Hf': 0.6, 'N': 0.2, 'Zn': 0.2}"
random1016859,"{'Ca': 0.18181818181818182, 'Sn': 0.5454545454545454, 'Zn': 0.2727272727272727}"
random1051825,"{'Zr': 0.25, 'Ni': 0.5, 'Sb': 0.25}"
random1405192,"{'Hf': 0.75, 'Pb': 0.25}"
random1391435,"{'Hf': 0.6666666666666666, 'Ni': 0.3333333333333333}"
random2253202,{'Cd': 1.0}
random1699306,"{'Hf': 0.25, 'Zn': 0.5, 'Ga': 0.25}"
random2051756,"{'Sc': 0.6666666666666666, 'In': 0.3333333333333333}"
random98961,"{'Bi': 0.6666666666666666, 'K': 0.3333333333333333}"
random926656,"{'Te': 0.6666666666666666, 'Ir': 0.3333333333333333}"
random1594658,"{'Al': 0.75, 'Cu': 0.25}"
random2425112,"{'Zr': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Ir': 0.3333333333333333}"
random1758854,"{'Si': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random393332,"{'Na': 0.75, 'Ag': 0.25}"
random1606452,"{'Ga': 0.75, 'Tc': 0.25}"
random713838,"{'Nb': 0.25, 'S': 0.6666666666666666, 'W': 0.08333333333333333}"
random2284021,"{'Ag': 0.2, 'Ca': 0.4, 'Pd': 0.4}"
random1748112,"{'Sr': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Pt': 0.3333333333333333}"
random1909474,"{'Zr': 0.75, 'Bi': 0.25}"
random2086644,"{'Hf': 0.6666666666666666, 'Zn': 0.3333333333333333}"
random1110507,"{'Hg': 0.75, 'K': 0.25}"
random346613,"{'Al': 0.9230769230769231, 'Mo': 0.07692307692307693}"
random1229736,"{'Ti': 0.25, 'Ir': 0.75}"
random839550,"{'Ca': 0.14285714285714285, 'Y': 0.2857142857142857, 'Te': 0.5714285714285714}"
random1654669,"{'Hf': 0.5, 'P': 0.5}"
random1140684,"{'Ca': 0.5, 'Te': 0.5}"
random290167,"{'Na': 0.25, 'In': 0.75}"
random610407,"{'K': 0.5555555555555556, 'Sb': 0.4444444444444444}"
random1702954,"{'Ca': 0.6666666666666666, 'Pb': 0.3333333333333333}"
random1394174,"{'Nb': 0.4, 'Sn': 0.06666666666666667, 'S': 0.5333333333333333}"
random1004991,"{'Cr': 0.2, 'Ga': 0.8}"
random1564633,"{'Bi': 0.5, 'Se': 0.5}"
random1230785,"{'Ge': 0.6666666666666666, 'Pt': 0.3333333333333333}"
random1294491,"{'Na': 0.5, 'Se': 0.5}"
random407779,"{'Au': 0.3333333333333333, 'In': 0.6666666666666666}"
random768931,"{'Ag': 0.5, 'Pt': 0.5}"
random546511,"{'Pt': 0.4, 'Si': 0.4, 'Sr': 0.2}"
random2049836,"{'Ca': 0.75, 'Pb': 0.25}"
random709061,"{'Si': 0.3939393939393939, 'Rh': 0.6060606060606061}"
random1163237,"{'Ag': 0.75, 'Y': 0.25}"
random616613,"{'Si': 0.6666666666666666, 'W': 0.3333333333333333}"
random1882718,"{'Sr': 0.125, 'Ca': 0.375, 'Si': 0.5}"
random1607836,"{'Ni': 0.25, 'Re': 0.25, 'Ti': 0.5}"
random1580426,"{'Sb': 0.4, 'Te': 0.6}"
random1213460,"{'Mo': 0.3333333333333333, 'S': 0.6666666666666666}"
random1034942,"{'Al': 0.1111111111111111, 'Mo': 0.2962962962962963, 'S': 0.5925925925925926}"
random1378200,"{'Zn': 0.5, 'As': 0.5}"
random214615,"{'Mo': 0.3333333333333333, 'Nb': 0.3333333333333333, 'Ta': 0.3333333333333333}"
random1403596,"{'Ca': 0.6, 'Cd': 0.4}"
random763682,"{'Rb': 0.375, 'As': 0.125, 'Se': 0.5}"
random2104562,"{'P': 0.375, 'N': 0.625}"
random1561976,"{'Ta': 0.5, 'N': 0.5}"
random811850,"{'Bi': 0.06666666666666667, 'Mo': 0.4, 'S': 0.5333333333333333}"
random494683,"{'Sr': 0.2, 'Sn': 0.8}"
random1241161,"{'Ir': 0.6666666666666666, 'P': 0.3333333333333333}"
random1420793,"{'K': 0.6666666666666666, 'S': 0.3333333333333333}"
random1664345,"{'Cu': 0.6428571428571429, 'S': 0.35714285714285715}"
random2175159,"{'Hf': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Rh': 0.3333333333333333}"
random622875,"{'Ti': 0.75, 'Si': 0.25}"
random2469238,"{'Ga': 0.25, 'As': 0.125, 'Rh': 0.625}"
random714840,"{'Zr': 0.6666666666666666, 'Cu': 0.3333333333333333}"
random125854,{'Zr': 1.0}
random2490879,"{'Ca': 0.5, 'Zn': 0.5}"
random857982,"{'Ti': 0.38461538461538464, 'S': 0.6153846153846154}"
random1674435,"{'Ta': 0.3, 'Rh': 0.1, 'S': 0.6}"
random810077,"{'In': 0.45454545454545453, 'Se': 0.45454545454545453, 'Cl': 0.09090909090909091}"
random1894069,"{'Y': 0.4, 'In': 0.2, 'Ni': 0.4}"
random2380581,"{'Te': 0.5, 'Y': 0.5}"
random155746,"{'V': 0.5, 'W': 0.5}"
random643317,{'In': 1.0}
random1856066,"{'Ni': 0.5, 'Y': 0.5}"
random2407493,{'Tl': 1.0}
random1745197,"{'Hg': 0.25, 'Pd': 0.75}"
random553299,{'Rb': 1.0}
random1366491,"{'Cd': 0.14285714285714285, 'P': 0.14285714285714285, 'Pd': 0.7142857142857143}"
random848473,"{'Au': 0.75, 'Na': 0.25}"
random2349447,"{'Na': 0.15384615384615385, 'In': 0.38461538461538464, 'Au': 0.46153846153846156}"
random1141699,"{'Sr': 0.25, 'Sn': 0.75}"
random69525,"{'Ca': 0.7272727272727273, 'In': 0.2727272727272727}"
random813838,"{'Tc': 0.75, 'Rh': 0.25}"
random1491637,"{'Al': 0.25, 'Pt': 0.75}"
random200181,"{'Nb': 0.25, 'Ga': 0.75}"
random2147023,{'Na': 1.0}
random2461749,"{'Cu': 0.25, 'Tc': 0.25, 'Zr': 0.5}"
random1835132,"{'Ta': 0.6666666666666666, 'Si': 0.3333333333333333}"
random1612503,"{'Cu': 0.75, 'Sb': 0.25}"
random1889478,"{'Zn': 0.6666666666666666, 'Zr': 0.3333333333333333}"
random2193561,{'Cu': 1.0}
random1267030,"{'Na': 0.25, 'Ag': 0.75}"
random1960581,"{'As': 0.6666666666666666, 'Ta': 0.3333333333333333}"
random1918284,"{'As': 0.4, 'K': 0.4, 'Pt': 0.2}"
random1889248,{'Hg': 1.0}
random189825,"{'Y': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Sb': 0.2222222222222222}"
random1174131,"{'Ca': 0.09523809523809523, 'Ni': 0.5714285714285714, 'As': 0.3333333333333333}"
random1757851,"{'K': 0.25, 'Pb': 0.75}"
random2262952,"{'Mo': 0.3333333333333333, 'Se': 0.6666666666666666}"
random693407,"{'Al': 0.6666666666666666, 'Y': 0.3333333333333333}"
random1539568,"{'Tl': 0.42857142857142855, 'As': 0.14285714285714285, 'Se': 0.42857142857142855}"
random2252922,"{'Ni': 0.5, 'Bi': 0.5}"
random2002671,"{'As': 0.25, 'Co': 0.25, 'Mn': 0.5}"
random2371181,"{'Al': 0.8571428571428571, 'Ru': 0.14285714285714285}"
random2139496,"{'Co': 0.7777777777777778, 'Hf': 0.2222222222222222}"
random1921596,"{'Fe': 0.06666666666666667, 'Mo': 0.4, 'Se': 0.5333333333333333}"
random2202355,"{'Hf': 0.75, 'Pb': 0.25}"
random1197567,"{'Co': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Ti': 0.3333333333333333}"
random726610,"{'Nb': 0.6666666666666666, 'Co': 0.16666666666666666, 'P': 0.16666666666666666}"
random2399401,"{'As': 0.4, 'Te': 0.6}"
random1925972,"{'Nb': 0.07692307692307693, 'Fe': 0.46153846153846156, 'Ge': 0.46153846153846156}"
random423831,"{'Hf': 0.5714285714285714, 'N': 0.42857142857142855}"
random2018532,"{'Sb': 0.5, 'As': 0.5}"
random663899,"{'Cr': 0.25, 'Rh': 0.75}"
random1334613,"{'Ti': 0.5555555555555556, 'Te': 0.4444444444444444}"
random514560,"{'In': 0.2857142857142857, 'Ni': 0.42857142857142855, 'S': 0.2857142857142857}"
random686028,"{'Ta': 0.6666666666666666, 'Co': 0.16666666666666666, 'Ni': 0.16666666666666666}"
random923846,"{'Cs': 0.2857142857142857, 'Ge': 0.14285714285714285, 'Se': 0.5714285714285714}"
random1812109,"{'Zr': 0.3333333333333333, 'Si': 0.25, 'Sb': 0.4166666666666667}"
random2469129,"{'Sc': 0.75, 'Sb': 0.25}"
random1322943,"{'As': 0.3333333333333333, 'Rh': 0.6666666666666666}"
random1228573,"{'Co': 0.4, 'Sc': 0.2, 'Si': 0.4}"
random81498,"{'Pd': 0.3333333333333333, 'Tl': 0.6666666666666666}"
random1394280,"{'Si': 0.3333333333333333, 'Ru': 0.6666666666666666}"
random386203,"{'Au': 0.25, 'Cu': 0.5, 'Pd': 0.25}"
random99939,"{'K': 0.6, 'Bi': 0.4}"
random2058032,"{'Pd': 0.7777777777777778, 'Se': 0.2222222222222222}"
random1490616,"{'Ti': 0.25, 'Al': 0.6875, 'Zn': 0.0625}"
random1715376,{'Ta': 1.0}
random1515166,"{'Hf': 0.5, 'P': 0.5}"
random1801455,"{'Al': 0.75, 'Hf': 0.25}"
random2338146,"{'Na': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random1009456,"{'W': 0.2, 'Cl': 0.8}"
random1448640,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random2272447,"{'Tl': 0.5, 'Cl': 0.5}"
random2325851,"{'Ge': 0.375, 'Hf': 0.625}"
random1243248,"{'K': 0.4, 'Ni': 0.2, 'As': 0.4}"
random1818147,"{'Al': 0.25, 'Ni': 0.75}"
random2057341,"{'Ti': 0.5, 'Co': 0.25, 'Ni': 0.25}"
random1735425,"{'Ca': 0.3333333333333333, 'Bi': 0.6666666666666666}"
random731923,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random2137312,"{'Bi': 0.5, 'Sc': 0.5}"
random908230,{'K': 1.0}
random1888057,"{'Ca': 0.42857142857142855, 'V': 0.14285714285714285, 'N': 0.42857142857142855}"
random1819474,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random542353,"{'K': 0.5555555555555556, 'As': 0.4444444444444444}"
random2089138,"{'Ca': 0.6666666666666666, 'Pb': 0.3333333333333333}"
random1754170,"{'Cd': 0.25, 'Ge': 0.25, 'P': 0.5}"
random1031276,"{'Mn': 0.25, 'Ni': 0.5, 'Sb': 0.25}"
random1304675,"{'Cr': 0.2, 'Ge': 0.2, 'Te': 0.6}"
random1224322,{'Te': 1.0}
random1501843,"{'Hf': 0.25, 'Se': 0.375, 'S': 0.375}"
random1597876,"{'Pd': 0.3333333333333333, 'Ti': 0.6666666666666666}"
random1064708,"{'Cr': 0.3333333333333333, 'Ga': 0.3333333333333333, 'Nb': 0.3333333333333333}"
random885348,{'Ca': 1.0}
random1164848,"{'Hf': 0.25, 'Pd': 0.75}"
random1611654,"{'Sc': 0.5, 'Cd': 0.5}"
random2345266,"{'Al': 0.25, 'Cr': 0.25, 'Fe': 0.5}"
random447659,"{'Ta': 0.5454545454545454, 'Ga': 0.45454545454545453}"
random493178,"{'Hf': 0.5, 'Co': 0.5}"
random1716896,"{'Ga': 0.2857142857142857, 'Ni': 0.14285714285714285, 'S': 0.5714285714285714}"
random1070174,"{'As': 0.4, 'Te': 0.6}"
random1746835,"{'Y': 0.6, 'Al': 0.4}"
random1108469,{'Re': 1.0}
random1829689,"{'Na': 0.3333333333333333, 'Cd': 0.3333333333333333, 'As': 0.3333333333333333}"
random2187970,"{'Rb': 0.3333333333333333, 'Mn': 0.3333333333333333, 'As': 0.3333333333333333}"
random696026,"{'Pt': 0.5555555555555556, 'Se': 0.4444444444444444}"
random1644954,"{'Ti': 0.5, 'Re': 0.5}"
