system_id,composition
random373670,"{'Hf': 8, 'Al': 40, 'Ni': 16, 'H': 1}"
random1854237,"{'As': 16, 'Rh': 32, 'H': 1}"
random1210064,"{'Cu': 20, 'Y': 40, 'Zn': 20, 'H': 1}"
random1048760,"{'Na': 60, 'H': 1}"
random981940,"{'Nb': 12, 'Al': 18, 'Ga': 18, 'H': 1}"
random1796316,"{'Ca': 24, 'Al': 24, 'Pt': 24, 'H': 1}"
random497371,"{'Ti': 8, 'Al': 8, 'Pd': 16, 'H': 1}"
random1447208,"{'S': 36, 'Zn': 36, 'H': 1}"
random1306550,"{'Cr': 16, 'Ni': 48, 'H': 1}"
random332746,"{'Ca': 24, 'Se': 24, 'H': 1}"
random577744,"{'Al': 48, 'Pd': 80, 'H': 1}"
random2386407,"{'Co': 12, 'Se': 12, 'S': 12, 'H': 1}"
random1542282,"{'S': 36, 'Ta': 18, 'H': 1}"
random1186897,"{'K': 44, 'Cd': 8, 'Sb': 20, 'H': 1}"
random1829111,"{'Na': 8, 'Ga': 8, 'Te': 16, 'H': 1}"
random1844838,"{'Sc': 16, 'Tc': 48, 'H': 1}"
random2368414,"{'Tl': 18, 'Pd': 26, 'H': 1}"
random1733171,"{'Al': 40, 'Rh': 16, 'H': 1}"
random1627494,"{'Sr': 12, 'In': 24, 'P': 24, 'H': 1}"
random180563,"{'N': 6, 'V': 48, 'H': 1}"
random263895,"{'Pb': 16, 'S': 8, 'Se': 8, 'H': 1}"
random1105682,"{'Ca': 24, 'Ga': 24, 'Cu': 24, 'H': 1}"
random875936,"{'Al': 48, 'Mo': 12, 'H': 1}"
random1785596,"{'Sr': 12, 'Tl': 12, 'H': 1}"
random1991070,"{'Zr': 36, 'Cu': 36, 'H': 1}"
random1100773,"{'V': 72, 'Ir': 24, 'H': 1}"
random1162189,"{'K': 16, 'S': 48, 'H': 1}"
random2029414,"{'Ag': 18, 'Cd': 18, 'H': 1}"
random1490125,"{'Hg': 38, 'Rb': 10, 'H': 1}"
random689204,"{'Pd': 12, 'Si': 12, 'Ti': 12, 'H': 1}"
random246991,"{'Te': 18, 'Pb': 36, 'Se': 18, 'H': 1}"
random890615,"{'Sr': 32, 'P': 48, 'Pd': 48, 'H': 1}"
random615672,"{'Cd': 24, 'Sr': 8, 'H': 1}"
random96300,"{'Ca': 24, 'Tl': 8, 'H': 1}"
random1818289,"{'Zr': 24, 'Bi': 24, 'H': 1}"
random699448,"{'Ni': 48, 'W': 12, 'H': 1}"
random1394019,"{'Ti': 36, 'In': 12, 'H': 1}"
random888459,"{'Na': 18, 'Cr': 18, 'S': 36, 'H': 1}"
random177773,"{'Ca': 12, 'Zn': 12, 'Sn': 12, 'H': 1}"
random1908285,"{'Hg': 6, 'K': 18, 'H': 1}"
random1795909,"{'Y': 54, 'H': 37}"
random1524798,"{'Pb': 32, 'Pd': 16, 'H': 1}"
random1678858,"{'Ir': 12, 'Sn': 48, 'H': 1}"
random1541561,"{'K': 30, 'S': 30, 'H': 1}"
random1487127,"{'Co': 24, 'Sb': 48, 'H': 1}"
random831025,"{'Cd': 4, 'Cl': 32, 'Na': 24, 'H': 1}"
random1824239,"{'Ca': 8, 'Al': 16, 'Ga': 16, 'H': 1}"
random1754994,"{'Zr': 32, 'V': 32, 'W': 32, 'H': 1}"
random637643,"{'Ta': 36, 'As': 36, 'H': 1}"
random1140479,"{'N': 48, 'Ti': 96, 'H': 1}"
random1510631,"{'Re': 16, 'Os': 48, 'H': 1}"
random1367074,"{'Bi': 16, 'Se': 32, 'H': 1}"
random1921396,"{'Cs': 8, 'P': 8, 'Se': 48, 'H': 1}"
random1288548,"{'Ti': 36, 'In': 12, 'H': 1}"
random1436571,"{'Sc': 16, 'Cu': 48, 'H': 1}"
random1862947,"{'Ga': 64, 'Os': 32, 'H': 1}"
random1772280,"{'Sc': 32, 'In': 16, 'H': 1}"
random585893,"{'Ir': 24, 'Mn': 24, 'Ti': 48, 'H': 1}"
random458308,"{'V': 24, 'Ru': 24, 'H': 1}"
random2319315,"{'Fe': 40, 'Si': 40, 'H': 1}"
random1033953,"{'Cu': 108, 'Pd': 72, 'H': 1}"
random1870258,"{'Al': 12, 'Ge': 36, 'Ti': 24, 'H': 1}"
random1375058,"{'Al': 32, 'Sb': 32, 'H': 1}"
random1212165,"{'Pt': 18, 'Te': 24, 'H': 1}"
random773611,"{'Y': 16, 'Si': 16, 'Rh': 8, 'H': 1}"
random1903145,"{'Al': 56, 'Cu': 16, 'Y': 24, 'H': 1}"
random2128839,"{'Sr': 8, 'Al': 16, 'Cl': 64, 'H': 1}"
random2035031,"{'Ti': 18, 'Fe': 18, 'As': 18, 'H': 1}"
random2210176,"{'Al': 18, 'Pd': 54, 'H': 1}"
random1258923,"{'As': 32, 'Ta': 16, 'H': 1}"
random933774,"{'Mn': 18, 'Al': 36, 'Cr': 54, 'H': 1}"
random571185,"{'Ta': 24, 'S': 48, 'H': 1}"
random1901024,"{'Au': 12, 'Ca': 24, 'Pd': 12, 'H': 1}"
random676656,"{'Hf': 16, 'Ru': 32, 'Sc': 16, 'H': 1}"
random1900691,"{'H': 97, 'C': 32, 'S': 32}"
random2149170,"{'Rb': 64, 'Pb': 64, 'H': 1}"
random1177110,"{'Tl': 20, 'Cl': 20, 'H': 1}"
random848132,"{'Y': 40, 'H': 121}"
random2266819,"{'Ni': 72, 'H': 37}"
random1838641,"{'Mo': 32, 'P': 32, 'Rh': 32, 'H': 1}"
random2067796,"{'Pb': 24, 'Se': 24, 'H': 1}"
random1449440,"{'Ta': 24, 'Re': 24, 'H': 1}"
random1884488,"{'Rb': 16, 'Cu': 16, 'Se': 64, 'H': 1}"
random611404,"{'Sn': 64, 'Pd': 16, 'H': 1}"
random1955818,"{'Sc': 18, 'Cu': 36, 'H': 1}"
random1680393,"{'Rb': 12, 'Cl': 12, 'H': 1}"
random330973,"{'Cd': 16, 'Hf': 32, 'H': 1}"
random1923258,"{'Sr': 16, 'H': 1}"
random1358450,"{'In': 48, 'Sr': 12, 'H': 1}"
random153701,"{'Sn': 16, 'S': 16, 'H': 1}"
random1830887,"{'Zr': 20, 'Sn': 14, 'H': 1}"
random1409856,"{'Cl': 64, 'Ta': 16, 'H': 1}"
random1951296,"{'Ca': 16, 'Hg': 48, 'H': 1}"
random560141,"{'Pt': 12, 'Si': 12, 'Ti': 12, 'H': 1}"
random1382622,"{'Ti': 48, 'Ag': 24, 'H': 1}"
random1588633,"{'Pd': 36, 'H': 1}"
random14072,"{'Cu': 12, 'Ge': 12, 'Sr': 12, 'H': 1}"
random1760032,"{'Cr': 64, 'Hf': 32, 'H': 1}"
random1932326,"{'Cr': 72, 'P': 24, 'N': 24, 'H': 1}"
random2091972,"{'Ru': 12, 'S': 24, 'H': 1}"
random1263229,"{'Pt': 12, 'Cl': 24, 'H': 1}"
random852393,"{'Cs': 6, 'Na': 6, 'Te': 6, 'H': 1}"
random2495628,"{'Cd': 54, 'H': 1}"
random1246667,"{'Ta': 8, 'Co': 48, 'Mo': 8, 'H': 1}"
random144496,"{'Cu': 72, 'H': 1}"
random1845131,"{'Rb': 24, 'S': 12, 'H': 1}"
random2105825,"{'Mn': 16, 'Os': 48, 'H': 1}"
random2311533,"{'Ti': 27, 'Fe': 27, 'H': 1}"
random1353870,"{'Mn': 36, 'As': 36, 'H': 1}"
random1407626,"{'In': 16, 'Pt': 32, 'Sc': 16, 'H': 1}"
random503890,"{'Zr': 27, 'Se': 27, 'H': 1}"
random1565387,"{'Cl': 72, 'W': 24, 'H': 1}"
random1750331,"{'Zr': 16, 'Sb': 16, 'Pd': 16, 'H': 1}"
random51686,"{'Ti': 36, 'Rh': 36, 'H': 1}"
random2441105,"{'Hf': 32, 'Ir': 32, 'H': 1}"
random2037740,"{'Al': 24, 'Cu': 72, 'H': 1}"
random1653731,"{'Al': 48, 'Co': 24, 'Os': 24, 'H': 1}"
random1373080,"{'Al': 60, 'W': 12, 'H': 1}"
random1515610,"{'Pd': 6, 'Sn': 24, 'H': 1}"
random1181706,"{'Y': 72, 'S': 108, 'H': 1}"
random1260512,"{'Cu': 33, 'S': 39, 'Sb': 12, 'H': 1}"
random1427065,"{'Sc': 24, 'Rh': 72, 'H': 1}"
random816344,"{'Ca': 32, 'H': 1}"
random2248350,"{'Ca': 12, 'Mn': 12, 'Sb': 24, 'H': 1}"
random2251615,"{'In': 16, 'Pt': 8, 'Sr': 8, 'H': 1}"
random1375787,"{'Hf': 30, 'Mn': 3, 'Sb': 15, 'H': 1}"
random1623017,"{'Mo': 9, 'W': 27, 'S': 72, 'H': 1}"
random2370898,"{'Bi': 16, 'Se': 24, 'H': 1}"
random1761773,"{'Y': 8, 'Al': 8, 'Pd': 16, 'H': 1}"
random1042947,"{'Te': 64, 'Ir': 32, 'H': 1}"
random2265603,"{'Y': 16, 'Cu': 32, 'H': 1}"
random1780201,"{'K': 24, 'Na': 48, 'H': 1}"
random536968,"{'Ca': 15, 'Cd': 15, 'Pb': 15, 'H': 1}"
random2391896,"{'Hg': 50, 'Pd': 20, 'H': 1}"
random233817,"{'Ti': 48, 'Sn': 16, 'H': 1}"
random1163119,"{'Sb': 32, 'Ir': 32, 'H': 1}"
random836257,"{'Hf': 18, 'Si': 18, 'S': 18, 'H': 1}"
random2294106,"{'Pd': 48, 'Ta': 16, 'H': 1}"
random1412333,"{'Ca': 24, 'Zn': 24, 'H': 1}"
random695312,"{'Ir': 12, 'Sn': 48, 'H': 1}"
random750881,"{'V': 48, 'Rh': 16, 'H': 1}"
random294053,"{'Ga': 12, 'Te': 12, 'H': 1}"
random757993,"{'Cu': 32, 'Si': 32, 'Sr': 16, 'H': 1}"
random364864,"{'Na': 48, 'Hg': 16, 'H': 1}"
random2048234,"{'Os': 24, 'Si': 48, 'H': 1}"
random2185033,"{'Ti': 24, 'Si': 24, 'H': 1}"
random1764826,"{'K': 32, 'Bi': 32, 'Se': 64, 'H': 1}"
random1753969,"{'Ga': 96, 'Tc': 32, 'H': 1}"
random1305290,"{'Al': 24, 'Pt': 48, 'H': 1}"
random2488665,"{'Ti': 48, 'Si': 16, 'H': 1}"
random1870917,"{'Zr': 64, 'Si': 64, 'H': 1}"
random568654,"{'Al': 48, 'Pd': 24, 'H': 1}"
random796545,"{'Ca': 50, 'Ge': 60, 'Pd': 60, 'H': 1}"
random636232,"{'Hf': 48, 'N': 48, 'H': 1}"
random454805,"{'Ca': 16, 'Al': 6, 'H': 1}"
random1383178,"{'Zr': 32, 'Cr': 48, 'Fe': 16, 'H': 1}"
random2254529,"{'Ca': 32, 'In': 16, 'H': 1}"
random2076627,"{'Hg': 36, 'Se': 24, 'Cl': 24, 'H': 1}"
random1044134,"{'K': 36, 'Sb': 12, 'H': 1}"
random611289,"{'Hf': 18, 'Ga': 18, 'Rh': 18, 'H': 1}"
random1042066,"{'Pd': 24, 'Pb': 48, 'H': 1}"
random846329,"{'Pd': 24, 'Sb': 12, 'Y': 12, 'H': 1}"
random1710817,"{'Y': 24, 'S': 36, 'H': 1}"
random1543864,"{'Cd': 16, 'As': 32, 'H': 1}"
random882587,"{'Cr': 72, 'P': 36, 'H': 1}"
random714660,"{'Zr': 24, 'Hg': 24, 'H': 1}"
random285141,"{'Ca': 8, 'Pb': 24, 'H': 1}"
random1809570,"{'As': 8, 'Cd': 4, 'Sr': 8, 'H': 1}"
random2326873,"{'Bi': 36, 'Zr': 36, 'H': 1}"
random2374447,"{'Tl': 48, 'H': 1}"
random2197267,"{'N': 64, 'Si': 48, 'Sr': 8, 'H': 1}"
random584389,"{'Ag': 48, 'S': 24, 'H': 1}"
random1280292,"{'Mn': 27, 'Pd': 27, 'H': 1}"
random615911,"{'Sc': 48, 'Sb': 16, 'H': 1}"
random397923,"{'Na': 16, 'In': 48, 'H': 1}"
random15102,"{'Au': 18, 'Sr': 27, 'H': 1}"
random1080285,"{'Cd': 8, 'Te': 8, 'H': 1}"
random1587635,"{'Ag': 24, 'S': 12, 'H': 1}"
random1716484,"{'Cd': 10, 'Ag': 10, 'H': 1}"
random1179878,"{'Ca': 36, 'Al': 24, 'Ge': 24, 'H': 1}"
random2410355,"{'Pb': 8, 'Se': 16, 'Sn': 8, 'H': 1}"
random936711,"{'Ni': 8, 'S': 64, 'Ti': 32, 'H': 1}"
random1460360,"{'Co': 64, 'P': 64, 'H': 1}"
random381901,"{'Pb': 20, 'Sc': 24, 'H': 1}"
random1223549,"{'Si': 32, 'Os': 16, 'H': 1}"
random1006965,"{'Cs': 16, 'H': 1}"
random2126231,"{'In': 16, 'Pd': 32, 'Sc': 16, 'H': 1}"
random1894250,"{'In': 6, 'Sn': 18, 'Se': 24, 'H': 1}"
random670865,"{'Ti': 38, 'Se': 40, 'H': 1}"
random238279,"{'Hf': 24, 'Rh': 40, 'H': 1}"
random264288,"{'As': 27, 'Zr': 27, 'H': 1}"
random1084557,"{'Ca': 8, 'In': 16, 'Pt': 8, 'H': 1}"
random1724751,"{'Co': 24, 'Se': 48, 'H': 1}"
random2062085,"{'Cl': 48, 'Mo': 4, 'Se': 8, 'H': 1}"
random701892,"{'Ir': 72, 'H': 1}"
random528825,"{'C': 48, 'H': 1}"
random2350833,"{'Cl': 18, 'Cu': 18, 'H': 1}"
random920794,"{'Bi': 8, 'Cu': 4, 'Zr': 24, 'H': 1}"
random2161278,"{'As': 36, 'Ru': 36, 'H': 1}"
random783431,"{'K': 20, 'Se': 12, 'H': 1}"
random1592017,"{'Cr': 12, 'S': 24, 'H': 1}"
random2442551,"{'Tl': 27, 'H': 1}"
random1006772,"{'Hf': 24, 'Pt': 72, 'H': 1}"
random2164829,"{'Cs': 16, 'S': 16, 'H': 1}"
random668050,"{'Zr': 24, 'Fe': 12, 'Co': 36, 'H': 1}"
random1389439,"{'In': 24, 'Te': 36, 'H': 1}"
random1072210,"{'Hf': 36, 'Si': 24, 'H': 1}"
random937615,"{'Sc': 48, 'In': 16, 'H': 1}"
random1021014,"{'K': 10, 'Pb': 48, 'H': 1}"
random2003218,"{'Sc': 24, 'Ga': 8, 'H': 1}"
random1192041,"{'Pb': 32, 'Au': 64, 'H': 1}"
random2071234,"{'P': 8, 'Pd': 12, 'S': 32, 'H': 1}"
random1820742,"{'Bi': 32, 'H': 1}"
random2144278,"{'Ge': 20, 'Pt': 60, 'H': 1}"
random1660769,"{'Co': 48, 'Hf': 24, 'Si': 48, 'H': 1}"
random1074106,"{'In': 12, 'Na': 12, 'Tl': 24, 'H': 1}"
random2036052,"{'Al': 16, 'Co': 32, 'Fe': 16, 'H': 1}"
random908215,"{'Hf': 18, 'Ga': 54, 'H': 1}"
random798276,"{'Zr': 48, 'H': 1}"
random276738,"{'Al': 16, 'Rh': 48, 'H': 1}"
random1349261,"{'Ta': 60, 'S': 96, 'H': 1}"
random1820932,"{'Y': 72, 'Ru': 24, 'H': 1}"
random1395786,"{'Te': 48, 'H': 1}"
random1394672,"{'In': 16, 'Sr': 16, 'H': 1}"
random1129547,"{'Si': 48, 'Rh': 48, 'H': 1}"
random677891,"{'Nb': 36, 'Si': 72, 'H': 1}"
random2008582,"{'Ga': 20, 'Tc': 20, 'Ti': 40, 'H': 1}"
random2261788,"{'Ge': 48, 'N': 72, 'Na': 24, 'H': 1}"
random1916139,"{'Na': 20, 'Ga': 20, 'Te': 40, 'H': 1}"
random813334,"{'Mo': 18, 'Pd': 18, 'H': 1}"
random1585517,"{'Ti': 64, 'N': 40, 'H': 1}"
random1030433,"{'Ge': 24, 'Mo': 72, 'H': 1}"
random2046780,"{'K': 6, 'Cu': 24, 'S': 18, 'H': 1}"
random2122665,"{'Bi': 9, 'Tl': 36, 'H': 1}"
random2297578,"{'Sn': 20, 'Pd': 60, 'H': 1}"
random1904018,"{'Sc': 24, 'Ru': 48, 'H': 1}"
random2181941,"{'Al': 8, 'Sb': 24, 'Sr': 24, 'H': 1}"
random1288621,"{'V': 96, 'Fe': 32, 'H': 1}"
random1008593,"{'Hf': 30, 'In': 40, 'H': 1}"
random2360837,"{'Re': 36, 'C': 18, 'H': 1}"
random1122633,"{'Ge': 32, 'Na': 24, 'Pt': 32, 'H': 1}"
random68107,"{'Ca': 8, 'Pb': 24, 'H': 1}"
random2330529,"{'Nb': 18, 'Sb': 36, 'H': 1}"
random655915,"{'Cu': 20, 'Ni': 40, 'Sn': 20, 'H': 1}"
random966848,"{'Ca': 8, 'Sb': 16, 'H': 1}"
random715027,"{'Cr': 16, 'Fe': 32, 'Ga': 16, 'H': 1}"
random2470096,"{'V': 96, 'Ge': 32, 'H': 1}"
random143597,"{'Ti': 30, 'Ga': 18, 'H': 1}"
random1077666,"{'Al': 18, 'Fe': 54, 'C': 18, 'H': 1}"
random490255,"{'Cl': 64, 'Sn': 16, 'H': 1}"
random1868615,"{'Nb': 36, 'Ga': 12, 'H': 1}"
random876848,"{'Mn': 24, 'P': 96, 'H': 1}"
random2413864,"{'Zr': 48, 'Ga': 24, 'H': 1}"
random971838,"{'Nb': 18, 'Si': 36, 'H': 1}"
random1102253,"{'Zr': 16, 'Pd': 24, 'Rh': 24, 'H': 1}"
random1678477,"{'Sc': 12, 'Al': 36, 'H': 1}"
random1390743,"{'K': 8, 'P': 120, 'H': 1}"
random1346007,"{'V': 18, 'S': 24, 'H': 1}"
random673010,"{'Nb': 18, 'Tl': 3, 'Te': 24, 'H': 1}"
random2237684,"{'Ag': 16, 'Bi': 16, 'Se': 32, 'H': 1}"
random537941,"{'Co': 54, 'W': 18, 'H': 1}"
random994504,"{'Mo': 24, 'P': 48, 'H': 1}"
random1248939,"{'V': 18, 'Rh': 18, 'H': 1}"
random2342878,"{'Rb': 32, 'S': 16, 'H': 1}"
random217906,"{'Ti': 24, 'Ga': 24, 'H': 1}"
random1990989,"{'Hf': 32, 'P': 32, 'H': 1}"
random1345009,"{'Nb': 36, 'H': 1}"
random669130,"{'Ge': 12, 'Sb': 12, 'Ti': 12, 'H': 1}"
random588390,"{'K': 66, 'Cd': 12, 'Sb': 30, 'H': 1}"
random1831416,"{'Ir': 54, 'Ru': 18, 'H': 1}"
random2151732,"{'Ag': 18, 'In': 18, 'S': 36, 'H': 1}"
random612672,"{'Pb': 16, 'S': 16, 'H': 1}"
random579614,"{'Ti': 36, 'H': 55, 'Pd': 18}"
random780231,"{'Sn': 16, 'Se': 8, 'S': 16, 'H': 1}"
random1629868,"{'Co': 16, 'V': 16, 'Zr': 16, 'H': 1}"
random941323,"{'Re': 60, 'Ir': 20, 'H': 1}"
random666147,"{'Ni': 12, 'P': 96, 'W': 12, 'H': 1}"
random1109979,"{'Rb': 16, 'H': 1}"
random2234580,"{'V': 18, 'Zn': 54, 'H': 1}"
random1044137,"{'Rb': 36, 'H': 61, 'Pt': 12}"
random1203321,"{'Nb': 16, 'Co': 16, 'Te': 32, 'H': 1}"
random2164757,"{'Sc': 32, 'Fe': 64, 'H': 1}"
random2402257,"{'Al': 8, 'S': 8, 'Cl': 56, 'H': 1}"
random170334,"{'Cs': 12, 'S': 18, 'Si': 6, 'H': 1}"
random849457,"{'Ga': 32, 'As': 32, 'H': 1}"
random997975,"{'Pb': 16, 'S': 16, 'H': 1}"
random211162,"{'Sb': 32, 'Ir': 16, 'H': 1}"
random1117085,"{'Au': 48, 'S': 24, 'H': 1}"
random2223189,"{'Ti': 12, 'S': 24, 'H': 1}"
random881780,"{'Bi': 8, 'Na': 8, 'S': 16, 'H': 1}"
random1981419,"{'Ag': 36, 'S': 18, 'H': 1}"
random1400543,"{'Ta': 72, 'S': 12, 'H': 1}"
random1487868,"{'Te': 32, 'Rh': 30, 'H': 1}"
random1293160,"{'Cr': 32, 'Se': 48, 'H': 1}"
random731362,"{'As': 90, 'Ge': 30, 'Ni': 40, 'H': 1}"
random2116260,"{'Co': 20, 'Sb': 20, 'V': 20, 'H': 1}"
random1583725,"{'Ta': 36, 'S': 108, 'H': 1}"
random2010578,"{'Au': 24, 'Zn': 8, 'H': 1}"
random952461,"{'Cu': 32, 'S': 48, 'Si': 16, 'H': 1}"
random1879167,"{'Zr': 36, 'Si': 36, 'Ru': 36, 'H': 1}"
random1264179,"{'Te': 24, 'W': 36, 'Se': 48, 'H': 1}"
random1658497,"{'Sr': 12, 'Si': 12, 'Ge': 12, 'H': 1}"
random1650593,"{'Zr': 36, 'Si': 24, 'H': 1}"
random2138985,"{'Na': 48, 'Pt': 16, 'H': 1}"
random2474445,"{'Zr': 18, 'S': 36, 'H': 1}"
random382351,"{'Al': 36, 'Os': 36, 'H': 1}"
random1498372,"{'Al': 48, 'S': 72, 'H': 1}"
random1168251,"{'Sn': 16, 'S': 16, 'H': 1}"
random626580,"{'Mo': 72, 'Ir': 24, 'H': 1}"
random514659,"{'Si': 24, 'Ta': 72, 'H': 1}"
random1464601,"{'Ag': 18, 'Cl': 54, 'K': 18, 'H': 1}"
random1641568,"{'Y': 20, 'Pt': 12, 'H': 1}"
random1433481,"{'Sr': 8, 'In': 32, 'H': 1}"
random2035491,"{'Ag': 12, 'As': 12, 'Na': 24, 'H': 1}"
random1357723,"{'Cu': 36, 'Si': 12, 'H': 1}"
random2325364,"{'Ti': 48, 'Zn': 24, 'H': 1}"
random1057345,"{'Sr': 8, 'Bi': 24, 'H': 1}"
random1822115,"{'Ca': 24, 'Zn': 48, 'H': 1}"
random1970548,"{'Hf': 32, 'Sb': 64, 'H': 1}"
random2289239,"{'Tc': 32, 'As': 48, 'H': 1}"
random499652,"{'Mo': 16, 'Ni': 48, 'H': 1}"
random733224,"{'Cu': 24, 'Pd': 24, 'H': 1}"
random553620,"{'Pb': 16, 'S': 16, 'H': 1}"
random673846,"{'Ni': 24, 'Se': 48, 'H': 1}"
random750658,"{'Zn': 32, 'Pd': 64, 'H': 1}"
random2200830,"{'Rb': 32, 'Te': 48, 'Zr': 16, 'H': 1}"
random936815,"{'Ag': 16, 'Hf': 32, 'H': 1}"
random1215024,"{'Zn': 54, 'Ag': 54, 'H': 1}"
random763132,"{'Al': 12, 'V': 72, 'Ge': 12, 'H': 1}"
random1304737,"{'Sb': 8, 'Tl': 24, 'H': 1}"
random1296117,"{'Fe': 18, 'Pt': 18, 'H': 1}"
random2174078,"{'Pd': 36, 'W': 9, 'H': 1}"
random1393225,"{'Sr': 16, 'Al': 32, 'H': 1}"
random92906,"{'Hf': 12, 'Pd': 60, 'H': 1}"
random1942948,"{'P': 48, 'Pd': 24, 'H': 1}"
random725469,"{'Bi': 24, 'Rh': 36, 'S': 24, 'H': 1}"
random545294,"{'Ca': 5, 'As': 20, 'Rh': 30, 'H': 1}"
random989874,"{'Ca': 24, 'Sn': 12, 'H': 1}"
random202767,"{'Ir': 54, 'Ru': 18, 'H': 1}"
random1836568,"{'V': 48, 'Fe': 16, 'H': 1}"
random577313,"{'Ti': 72, 'Te': 108, 'H': 1}"
random969558,"{'P': 48, 'Pt': 24, 'H': 1}"
random232114,"{'Fe': 24, 'Ta': 28, 'H': 1}"
random1334068,"{'Ti': 12, 'Cr': 12, 'Si': 48, 'H': 1}"
random2363470,"{'Sc': 32, 'Te': 48, 'H': 1}"
random866029,"{'C': 96, 'K': 12, 'H': 1}"
random37553,"{'Ge': 18, 'Te': 18, 'H': 1}"
random643611,"{'Ta': 8, 'Al': 16, 'Ni': 72, 'H': 1}"
random126857,"{'Sc': 12, 'In': 6, 'Ni': 12, 'H': 1}"
random267969,"{'Hf': 36, 'N': 18, 'H': 1}"
random2462104,"{'Sc': 36, 'Ir': 36, 'H': 1}"
random676301,"{'Nb': 32, 'Cr': 32, 'Ni': 32, 'H': 1}"
random790454,"{'Mo': 24, 'Nb': 24, 'H': 1}"
random1967607,"{'Sb': 24, 'Y': 32, 'H': 1}"
random1940981,"{'Si': 4, 'Sn': 4, 'Pd': 20, 'H': 1}"
random518450,"{'Sr': 32, 'Bi': 48, 'H': 1}"
random1403479,"{'V': 48, 'Zn': 32, 'N': 16, 'H': 1}"
random2046166,"{'V': 48, 'Pt': 48, 'H': 1}"
random669321,"{'Ni': 48, 'Te': 64, 'H': 1}"
random1263549,"{'Mn': 18, 'Nb': 18, 'Si': 18, 'H': 1}"
random2135379,"{'Y': 72, 'Se': 54, 'N': 36, 'H': 1}"
random1477830,"{'Rb': 16, 'Ga': 48, 'S': 80, 'H': 1}"
random630031,"{'Co': 4, 'Se': 20, 'Zn': 16, 'H': 1}"
random880630,"{'Ga': 12, 'Hg': 12, 'Sr': 24, 'H': 1}"
random188418,"{'Si': 36, 'As': 36, 'H': 1}"
random1445264,"{'Y': 16, 'Si': 32, 'Mo': 24, 'H': 1}"
random2188960,"{'Au': 48, 'Nb': 12, 'H': 1}"
random2450559,"{'Ca': 4, 'Y': 8, 'Te': 16, 'H': 1}"
random2307520,"{'Sr': 18, 'H': 1}"
random1728277,"{'Al': 40, 'Cu': 40, 'H': 1}"
random807896,"{'Ga': 60, 'H': 1}"
random70698,"{'Sb': 12, 'Sc': 12, 'H': 1}"
random1843163,"{'As': 64, 'Rh': 32, 'H': 1}"
random1875049,"{'V': 24, 'S': 24, 'H': 1}"
random1559063,"{'Hg': 48, 'H': 1}"
random1729279,"{'Si': 36, 'Ni': 36, 'H': 1}"
random2232782,"{'Cu': 126, 'Pd': 42, 'H': 1}"
random1751052,"{'Ti': 32, 'H': 57}"
random565225,"{'Fe': 16, 'Mo': 16, 'Zr': 16, 'H': 1}"
random81297,"{'Hf': 27, 'Zn': 27, 'H': 1}"
random1401423,"{'Re': 96, 'Ru': 32, 'H': 1}"
random155798,"{'Ge': 24, 'Se': 24, 'H': 1}"
random544178,"{'Pb': 16, 'Cl': 32, 'H': 1}"
random1005055,"{'K': 12, 'Bi': 36, 'S': 60, 'H': 1}"
random1136654,"{'Ga': 16, 'Te': 24, 'H': 1}"
random2256967,"{'Hf': 32, 'Al': 24, 'H': 1}"
random483028,"{'In': 24, 'Se': 28, 'H': 1}"
random2139787,"{'Hg': 20, 'Pd': 60, 'H': 1}"
random1499024,"{'Pt': 24, 'Si': 24, 'Ti': 24, 'H': 1}"
random1361546,"{'Ni': 36, 'As': 36, 'H': 1}"
random2439725,"{'Nb': 16, 'Sb': 32, 'H': 1}"
random2188391,"{'Ca': 32, 'As': 48, 'H': 1}"
random1772183,"{'Y': 12, 'Ag': 12, 'Se': 24, 'H': 1}"
random1027662,"{'Sb': 12, 'Tl': 42, 'H': 1}"
random458940,"{'Cr': 6, 'Fe': 6, 'As': 24, 'H': 1}"
random1524600,"{'Hf': 36, 'Al': 24, 'H': 1}"
random2395442,"{'Ca': 32, 'Cd': 16, 'Hg': 16, 'H': 1}"
random434233,"{'Nb': 30, 'Si': 18, 'H': 1}"
random1665640,"{'Ti': 64, 'Cr': 32, 'Ge': 80, 'H': 1}"
random765280,"{'P': 27, 'Rh': 54, 'H': 1}"
random2301070,"{'Rh': 36, 'Si': 20, 'Y': 16, 'H': 1}"
random1141970,"{'P': 36, 'W': 36, 'H': 1}"
random828777,"{'Cu': 12, 'Pt': 12, 'Y': 24, 'H': 1}"
random1793501,"{'Ti': 16, 'Ge': 16, 'Sb': 16, 'H': 1}"
random1871550,"{'K': 64, 'As': 64, 'Pd': 32, 'H': 1}"
random861103,"{'Sn': 32, 'Se': 32, 'H': 1}"
random449875,"{'Nb': 48, 'S': 96, 'H': 1}"
random672356,"{'Pd': 8, 'Rh': 8, 'Pb': 32, 'H': 1}"
random1728771,"{'Tl': 30, 'H': 1}"
random1678605,"{'Ni': 64, 'W': 16, 'H': 1}"
random1365286,"{'Mn': 12, 'Si': 12, 'Tc': 24, 'H': 1}"
random609434,"{'Zr': 36, 'Ni': 36, 'Sb': 48, 'H': 1}"
random1686195,"{'Nb': 48, 'Si': 48, 'Pd': 48, 'H': 1}"
random950781,"{'Ge': 16, 'Te': 16, 'H': 1}"
